,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2019-02-07,2581,2625,2516,2526,4292400,2526
1,2019-02-06,2571,2609,2550,2572,3692100,2572
2,2019-02-05,2516,2559,2512,2548,3555700,2548
3,2019-02-04,2461,2518,2453,2505,3544500,2505
4,2019-02-01,2464,2535,2463,2479,5645600,2479
5,2019-01-31,2405,2487,2353,2473,11507200,2473
6,2019-01-30,2317,2334,2255,2292,5875500,2292
7,2019-01-29,2309,2315,2222,2298,6907300,2298
8,2019-01-28,2392,2435,2384,2409,4310500,2409
9,2019-01-25,2345,2424,2344,2407,6218800,2407
10,2019-01-24,2177,2302,2169,2295,6758000,2295
11,2019-01-23,2160,2204,2122,2162,3516600,2162
12,2019-01-22,2193,2245,2179,2183,3146300,2183
13,2019-01-21,2250,2270,2174,2207,4975400,2207
14,2019-01-18,2244,2261,2195,2250,4771900,2250
15,2019-01-17,2288,2292,2164,2209,5383400,2209
16,2019-01-16,2399,2413,2282,2286,4523300,2286
17,2019-01-15,2292,2387,2287,2379,3772200,2379
18,2019-01-11,2264,2335,2247,2317,5767900,2317
19,2019-01-10,2200,2245,2180,2234,4680400,2234
20,2019-01-09,2218,2220,2123,2184,5524300,2184
21,2019-01-08,2254,2264,2185,2239,4976400,2239
22,2019-01-07,2226,2287,2222,2250,3185500,2250
23,2019-01-04,2145,2152,1999,2152,7325600,2152
24,2018-12-28,2181,2268,2181,2244,3933600,2244
25,2018-12-27,2199,2223,2155,2201,4495700,2201
26,2018-12-26,2123,2147,2039,2091,4120800,2091
27,2018-12-25,2068,2139,2068,2091,5501200,2091
28,2018-12-21,2077,2154,2076,2153,4657700,2153
29,2018-12-20,2120,2166,2072,2112,5866000,2112
30,2018-12-19,2138,2212,2090,2198,5487400,2198
31,2018-12-18,2075,2161,2069,2139,5083600,2139
32,2018-12-17,2084,2156,2083,2119,3118900,2119
33,2018-12-14,2104,2129,2037,2076,6034800,2076
34,2018-12-13,2151,2159,2109,2133,3541500,2133
35,2018-12-12,2097,2147,2062,2109,5489200,2109
36,2018-12-11,2099,2139,2031,2057,5288400,2057
37,2018-12-10,2065,2111,2053,2071,4870800,2071
38,2018-12-07,2218,2222,2120,2139,4864000,2139
39,2018-12-06,2250,2256,2132,2178,6890500,2178
40,2018-12-05,2335,2360,2282,2300,6041700,2300
41,2018-12-04,2498,2517,2400,2411,4751800,2411
42,2018-12-03,2496,2519,2473,2475,3146500,2475
43,2018-11-30,2415,2455,2394,2436,3278000,2436
44,2018-11-29,2448,2482,2433,2439,3694700,2439
45,2018-11-28,2335,2396,2317,2391,3546000,2391
46,2018-11-27,2317,2359,2288,2343,3834400,2343
47,2018-11-26,2262,2317,2245,2295,3692100,2295
48,2018-11-22,2269,2286,2220,2245,3668300,2245
49,2018-11-21,2128,2262,2116,2248,5749100,2248
50,2018-11-20,2155,2204,2144,2152,3600500,2152
51,2018-11-19,2181,2264,2181,2212,3997600,2212
52,2018-11-16,2316,2316,2154,2164,6265800,2164
53,2018-11-15,2270,2364,2251,2341,3251300,2341
54,2018-11-14,2299,2345,2272,2316,4062900,2316
55,2018-11-13,2200,2259,2176,2249,6536300,2249
56,2018-11-12,2378,2421,2303,2324,8174600,2324
57,2018-11-09,2517,2531,2452,2458,3790000,2458
58,2018-11-08,2545,2557,2502,2517,3975900,2517
59,2018-11-07,2428,2524,2421,2474,4473900,2474
60,2018-11-06,2417,2524,2416,2450,6850600,2450
61,2018-11-05,2370,2471,2361,2410,6108000,2410
62,2018-11-02,2247,2440,2235,2403,12085100,2403
63,2018-11-01,2151,2273,2105,2225,11530800,2225
64,2018-10-31,2203,2203,1974,2081,20004200,2081
