,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2019-02-07,18845,18950,18610,18795,622700,18795
1,2019-02-06,18955,19050,18720,18890,724700,18890
2,2019-02-05,18790,19055,18745,18930,881200,18930
3,2019-02-04,18800,18895,18535,18615,797300,18615
4,2019-02-01,19000,19140,18665,18725,1472900,18725
5,2019-01-31,18545,18615,18215,18360,967500,18360
6,2019-01-30,18440,18510,18170,18180,915100,18180
7,2019-01-29,18275,18345,17905,18145,1343000,18145
8,2019-01-28,18740,19070,18570,18675,948700,18675
9,2019-01-25,18185,18760,18185,18645,920600,18645
10,2019-01-24,18020,18235,17945,18190,660300,18190
11,2019-01-23,17820,18200,17780,18075,985800,18075
12,2019-01-22,18570,18610,18065,18185,952800,18185
13,2019-01-21,18755,18795,18350,18575,1021900,18575
14,2019-01-18,18135,18450,18065,18450,1570000,18450
15,2019-01-17,18205,18260,17965,18010,890400,18010
16,2019-01-16,18000,18050,17685,17920,1012500,17920
17,2019-01-15,17200,18115,17110,18000,1635400,18000
18,2019-01-11,17430,17525,17050,17185,1659800,17185
19,2019-01-10,17340,17340,16830,17090,1343800,17090
20,2019-01-09,17460,17665,17260,17515,1331500,17515
21,2019-01-08,17210,17340,16975,17190,1626700,17190
22,2019-01-07,16650,17125,16585,16630,1843700,16630
23,2019-01-04,16075,16320,15570,15935,1828600,15935
24,2018-12-28,16135,16760,16125,16670,1346900,16670
25,2018-12-27,16720,16750,16320,16415,1328400,16415
26,2018-12-26,15945,16220,15790,16175,1332000,16175
27,2018-12-25,15945,16235,15760,15790,1626200,15790
28,2018-12-21,16250,16555,16210,16500,1794000,16500
29,2018-12-20,16760,16810,16215,16340,1684600,16340
30,2018-12-19,16900,17195,16830,16950,1211500,16950
31,2018-12-18,16770,17110,16610,16850,1458900,16850
32,2018-12-17,16940,17260,16860,16910,1038300,16910
33,2018-12-14,17250,17310,16845,16905,2178700,16905
34,2018-12-13,17415,17665,17175,17470,1265200,17470
35,2018-12-12,17150,17555,16990,17225,1605100,17225
36,2018-12-11,17400,17420,16985,17020,1329000,17020
37,2018-12-10,17000,17465,16950,17390,1326400,17390
38,2018-12-07,17785,18015,17440,17730,1033100,17730
39,2018-12-06,17820,17935,17480,17750,1467300,17750
40,2018-12-05,17995,18280,17780,17955,1789500,17955
41,2018-12-04,19100,19220,18560,18590,1700800,18590
42,2018-12-03,19755,20075,19595,19595,1215000,19595
43,2018-11-30,19315,19495,19125,19390,1497000,19390
44,2018-11-29,19700,19875,19215,19525,1064600,19525
45,2018-11-28,19205,19585,19170,19530,1070700,19530
46,2018-11-27,19315,19400,18885,19255,995200,19255
47,2018-11-26,18795,19170,18370,19115,1082600,19115
48,2018-11-22,18600,18875,18480,18560,862600,18560
49,2018-11-21,18035,18640,18005,18575,1252800,18575
50,2018-11-20,18500,18650,18230,18595,1277000,18595
51,2018-11-19,18705,19335,18700,19000,981200,19000
52,2018-11-16,18880,19140,18575,18640,1806600,18640
53,2018-11-15,19135,19290,18810,19010,1270300,19010
54,2018-11-14,19225,19475,19010,19385,1083600,19385
55,2018-11-13,19000,19355,18550,19225,2128600,19225
56,2018-11-12,19500,20215,19145,20085,1075200,20085
57,2018-11-09,20375,20375,19580,19580,1947300,19580
58,2018-11-08,21420,21465,20550,20565,1644700,20565
59,2018-11-07,21210,21645,20735,20875,1559900,20875
60,2018-11-06,21015,21300,20810,21205,912100,21205
61,2018-11-05,20595,21195,20505,20920,1339900,20920
62,2018-11-02,19765,21980,19645,21095,2944400,21095
63,2018-11-01,20200,20270,19485,19920,1353500,19920
64,2018-10-31,19310,19735,18560,19735,2176500,19735
65,2018-10-30,17805,18895,17805,18520,2140600,18520
66,2018-10-29,18115,18265,17675,17915,1203500,17915
67,2018-10-26,18065,18135,17375,17690,1610300,17690
68,2018-10-25,18000,18450,17925,18080,1970100,18080
69,2018-10-24,18870,19130,18815,18860,1258100,18860
70,2018-10-23,19075,19235,18705,18860,1297300,18860
71,2018-10-22,18895,19380,18820,19265,814800,19265
72,2018-10-19,18775,19205,18740,19175,1650400,19175
73,2018-10-18,19990,19990,19050,19175,1591000,19175
74,2018-10-17,20250,20335,19905,19990,1151400,19990
75,2018-10-16,19350,19890,19310,19880,975200,19880
76,2018-10-15,19425,19570,19160,19355,1075500,19355
77,2018-10-12,19000,19450,19000,19450,2218300,19450
78,2018-10-11,19125,19550,18740,19005,3241600,19005
79,2018-10-10,20700,20740,20370,20400,1576600,20400
80,2018-10-09,21070,21130,20570,20820,1333200,20820
81,2018-10-05,21335,21600,21225,21345,1049400,21345
82,2018-10-04,22120,22245,21570,21690,1240900,21690
