,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2019-02-07,728,740,725,737,2361700,737
1,2019-02-06,722,740,719,736,3930100,736
2,2019-02-05,681,727,668,722,5348100,722
3,2019-02-04,663,676,660,673,1617900,673
4,2019-02-01,670,676,664,665,1420600,665
5,2019-01-31,678,681,666,670,1595700,670
6,2019-01-30,667,677,666,672,1520200,672
7,2019-01-29,666,676,664,675,1921600,675
8,2019-01-28,667,667,659,663,1717100,663
9,2019-01-25,667,674,667,672,1569600,672
10,2019-01-24,671,675,666,669,1584700,669
11,2019-01-23,669,672,661,669,1710700,669
12,2019-01-22,668,673,662,670,2270900,670
13,2019-01-21,664,669,651,664,2053200,664
14,2019-01-18,636,663,635,658,2258300,658
15,2019-01-17,646,647,639,640,2016300,640
16,2019-01-16,660,664,644,650,2007800,650
17,2019-01-15,644,653,639,650,1751100,650
18,2019-01-11,651,653,640,643,2389300,643
19,2019-01-10,648,655,640,651,2512500,651
20,2019-01-09,643,655,640,647,3532800,647
21,2019-01-08,628,635,624,633,2184800,633
22,2019-01-07,625,632,621,623,1751500,623
23,2019-01-04,598,615,595,615,2188000,615
24,2018-12-28,616,621,612,614,2096200,614
25,2018-12-27,611,618,605,615,2817700,615
26,2018-12-26,595,609,588,599,3013100,599
27,2018-12-25,605,607,594,597,2252800,597
28,2018-12-21,647,651,625,629,3187600,629
29,2018-12-20,631,645,626,634,3570400,634
30,2018-12-19,642,654,633,639,3539400,639
31,2018-12-18,660,661,646,649,2572500,649
32,2018-12-17,669,675,666,669,1768800,669
33,2018-12-14,671,682,670,673,3341800,673
34,2018-12-13,693,695,674,676,3288300,676
35,2018-12-12,682,696,681,696,3611300,696
36,2018-12-11,676,685,672,677,3088100,677
37,2018-12-10,677,681,664,666,2148600,666
38,2018-12-07,688,696,676,681,2680200,681
39,2018-12-06,686,688,676,685,2908800,685
40,2018-12-05,678,694,677,694,3073600,694
41,2018-12-04,690,696,685,686,2446700,686
42,2018-12-03,688,695,686,686,2502500,686
43,2018-11-30,692,697,684,686,2474400,686
44,2018-11-29,708,708,691,692,3015400,692
45,2018-11-28,708,714,704,707,1707500,707
46,2018-11-27,715,720,707,708,1626200,708
47,2018-11-26,722,725,711,720,2196700,720
48,2018-11-22,702,720,701,713,2551700,713
49,2018-11-21,706,711,700,701,1443200,701
50,2018-11-20,705,712,699,711,1755800,711
51,2018-11-19,708,714,703,708,1784300,708
52,2018-11-16,697,709,695,706,1556900,706
