,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2019-02-07,525,526,489,491,729500,491
1,2019-02-06,528,530,516,522,243200,522
2,2019-02-05,516,527,516,525,364000,525
3,2019-02-04,509,519,509,519,242900,519
4,2019-02-01,513,516,502,502,239900,502
5,2019-01-31,515,521,511,514,278800,514
6,2019-01-30,518,521,508,508,302900,508
7,2019-01-29,514,515,505,512,216900,512
8,2019-01-28,520,526,517,519,343800,519
9,2019-01-25,506,518,505,516,381300,516
10,2019-01-24,507,511,503,508,263000,508
11,2019-01-23,499,508,495,505,265500,505
12,2019-01-22,513,515,500,500,252600,500
13,2019-01-21,507,513,504,511,294400,511
14,2019-01-18,500,507,499,501,263700,501
15,2019-01-17,506,514,492,494,553300,494
16,2019-01-16,515,515,492,495,494500,495
17,2019-01-15,495,517,494,517,394500,517
18,2019-01-11,488,500,486,497,478200,497
19,2019-01-10,476,487,474,483,429600,483
20,2019-01-09,479,482,470,478,757500,478
21,2019-01-08,477,482,466,469,850800,469
22,2019-01-07,471,481,469,470,513900,470
23,2019-01-04,453,457,440,455,716100,455
24,2018-12-28,468,475,464,466,819100,466
25,2018-12-27,473,474,465,468,1271700,468
26,2018-12-26,442,452,438,445,937300,445
27,2018-12-25,430,441,424,434,1069400,434
28,2018-12-21,474,475,455,458,663200,458
29,2018-12-20,494,501,477,478,665800,478
30,2018-12-19,499,505,492,500,700500,500
31,2018-12-18,505,505,497,499,490700,499
32,2018-12-17,509,514,506,508,349900,508
33,2018-12-14,524,528,510,512,517500,512
34,2018-12-13,513,535,513,533,516800,533
35,2018-12-12,508,518,506,514,545600,514
36,2018-12-11,502,503,495,496,630100,496
37,2018-12-10,521,521,509,509,515500,509
38,2018-12-07,524,529,518,524,386700,524
39,2018-12-06,521,529,520,527,557500,527
40,2018-12-05,522,526,516,524,461600,524
41,2018-12-04,553,556,531,531,405700,531
42,2018-12-03,550,559,550,553,403600,553
43,2018-11-30,542,549,539,548,344000,548
44,2018-11-29,539,545,535,539,541900,539
45,2018-11-28,534,535,527,534,524100,534
46,2018-11-27,530,537,524,532,467100,532
47,2018-11-26,523,531,523,530,318400,530
48,2018-11-22,529,529,518,524,297100,524
49,2018-11-21,529,529,515,524,610100,524
50,2018-11-20,540,542,533,539,421200,539
51,2018-11-19,550,557,544,544,317900,544
52,2018-11-16,561,565,551,552,302700,552
53,2018-11-15,559,563,556,561,380400,561
54,2018-11-14,561,569,560,564,297900,564
55,2018-11-13,570,571,559,562,659500,562
56,2018-11-12,573,581,569,580,336500,580
57,2018-11-09,566,585,563,576,484600,576
58,2018-11-08,590,604,566,568,937500,568
59,2018-11-07,587,594,580,581,380100,581
60,2018-11-06,588,596,588,588,248500,588
61,2018-11-05,590,598,586,588,344000,588
62,2018-11-02,585,595,575,593,436000,593
63,2018-11-01,574,585,570,583,342800,583
64,2018-10-31,565,577,559,576,550300,576
65,2018-10-30,538,559,536,555,817400,555
66,2018-10-29,552,560,540,547,411900,547
67,2018-10-26,564,567,541,547,840300,547
68,2018-10-25,572,572,552,557,1035000,557
69,2018-10-24,592,597,586,592,479200,592
70,2018-10-23,608,608,586,586,582800,586
71,2018-10-22,605,612,596,608,514900,608
72,2018-10-19,613,613,604,612,446400,612
73,2018-10-18,635,635,620,621,346700,621
74,2018-10-17,633,635,629,635,352400,635
75,2018-10-16,620,627,615,625,500800,625
76,2018-10-15,634,634,618,623,472400,623
77,2018-10-12,620,633,617,632,699900,632
78,2018-10-11,626,638,623,630,574900,630
79,2018-10-10,656,660,640,651,383600,651
80,2018-10-09,661,664,644,646,552900,646
81,2018-10-05,681,682,671,674,403600,674
82,2018-10-04,697,703,681,687,386800,687
83,2018-10-03,693,698,685,691,490500,691
84,2018-10-02,707,713,699,700,417800,700
85,2018-10-01,722,724,706,708,388700,708
86,2018-09-28,723,735,722,724,624700,724
87,2018-09-27,709,720,708,716,489600,716
88,2018-09-26,711,717,701,717,445200,717
89,2018-09-25,709,718,708,715,397200,715
90,2018-09-21,707,716,704,710,694300,710
91,2018-09-20,708,710,700,704,401300,704
92,2018-09-19,692,707,692,706,559100,706
93,2018-09-18,672,689,669,685,480700,685
94,2018-09-14,668,676,667,673,379800,673
95,2018-09-13,657,670,654,666,309800,666
96,2018-09-12,665,665,647,652,238400,652
97,2018-09-11,662,667,657,659,211500,659
98,2018-09-10,645,658,645,657,192100,657
99,2018-09-07,651,654,643,652,249300,652
100,2018-09-06,655,663,653,654,210900,654
101,2018-09-05,663,665,652,659,291600,659
102,2018-09-04,664,667,658,664,267600,664
103,2018-09-03,675,680,660,665,366900,665
104,2018-08-31,696,697,680,680,394400,680
105,2018-08-30,696,712,692,705,817900,705
106,2018-08-29,676,692,676,689,254900,689
107,2018-08-28,675,690,673,676,358000,676
108,2018-08-27,659,674,659,669,189000,669
109,2018-08-24,662,665,657,658,222300,658
110,2018-08-23,671,671,661,663,183500,663
111,2018-08-22,667,676,665,670,334900,670
112,2018-08-21,672,678,666,673,232800,673
113,2018-08-20,694,696,679,679,156900,679
114,2018-08-17,684,691,680,689,236800,689
115,2018-08-16,679,681,665,680,394500,680
116,2018-08-15,695,703,683,689,317600,689
117,2018-08-14,688,691,680,691,315500,691
118,2018-08-13,688,688,668,669,366000,669
119,2018-08-10,700,703,692,695,460200,695
120,2018-08-09,698,700,689,700,309500,700
121,2018-08-08,676,699,674,695,896200,695
122,2018-08-07,670,675,656,672,419200,672
123,2018-08-06,642,670,640,661,953800,661
124,2018-08-03,665,665,652,660,360600,660
125,2018-08-02,681,682,660,665,551800,665
126,2018-08-01,673,688,672,688,452400,688
127,2018-07-31,678,681,667,669,579300,669
128,2018-07-30,669,683,666,682,380900,682
129,2018-07-27,669,677,667,674,387800,674
130,2018-07-26,660,670,658,669,346200,669
131,2018-07-25,653,660,653,660,383400,660
132,2018-07-24,635,654,633,652,461300,652
133,2018-07-23,622,633,621,631,242800,631
134,2018-07-20,637,640,626,629,314500,629
135,2018-07-19,640,642,630,639,284000,639
136,2018-07-18,632,636,626,632,365400,632
137,2018-07-17,613,627,611,623,480500,623
138,2018-07-13,606,617,603,612,357200,612
139,2018-07-12,608,613,604,605,248300,605
140,2018-07-11,615,615,601,607,291200,607
141,2018-07-10,615,624,614,617,275800,617
142,2018-07-09,615,618,609,610,284400,610
143,2018-07-06,599,617,599,615,343800,615
144,2018-07-05,602,610,595,597,539500,597
145,2018-07-04,605,609,601,602,396400,602
146,2018-07-03,618,622,602,609,561800,609
147,2018-07-02,633,636,618,619,407700,619
148,2018-06-29,619,633,617,631,320100,631
149,2018-06-28,618,621,613,619,381200,619
150,2018-06-27,627,629,615,621,402000,621
151,2018-06-26,616,627,611,627,330800,627
152,2018-06-25,625,631,618,620,247400,620
153,2018-06-22,625,626,617,625,223600,625
154,2018-06-21,629,635,625,630,230600,630
155,2018-06-20,631,638,617,636,370000,636
156,2018-06-19,647,653,630,631,450700,631
157,2018-06-18,659,660,649,653,284700,653
158,2018-06-15,660,664,658,660,364900,660
159,2018-06-14,672,672,657,658,432100,658
160,2018-06-13,673,676,665,675,335500,675
161,2018-06-12,673,677,670,673,381800,673
162,2018-06-11,660,674,656,670,318900,670
163,2018-06-08,671,674,658,660,429700,660
164,2018-06-07,670,676,667,674,448100,674
165,2018-06-06,647,669,647,666,512000,666
166,2018-06-05,640,648,636,644,464500,644
167,2018-06-04,627,637,624,635,418000,635
168,2018-06-01,621,627,618,623,331000,623
169,2018-05-31,626,628,614,625,476600,625
170,2018-05-30,623,623,614,621,567600,621
171,2018-05-29,635,639,626,631,416200,631
172,2018-05-28,641,644,631,635,289900,635
173,2018-05-25,640,644,631,641,450100,641
174,2018-05-24,659,660,636,642,595100,642
175,2018-05-23,670,671,656,659,640400,659
176,2018-05-22,683,684,673,675,374200,675
177,2018-05-21,681,688,679,680,303000,680
178,2018-05-18,673,680,670,675,380100,675
179,2018-05-17,658,668,657,667,375500,667
180,2018-05-16,671,674,658,662,453000,662
181,2018-05-15,676,682,670,672,479800,672
182,2018-05-14,681,688,666,672,771700,672
183,2018-05-11,707,713,680,691,882700,691
184,2018-05-10,705,718,704,708,332300,708
185,2018-05-09,709,712,703,709,299700,709
186,2018-05-08,713,721,709,710,293800,710
187,2018-05-07,710,720,705,717,322300,717
188,2018-05-02,715,721,711,713,319500,713
189,2018-05-01,717,722,713,718,246200,718
190,2018-04-27,735,735,717,722,412300,722
191,2018-04-26,744,745,728,730,581300,730
192,2018-04-25,726,738,723,738,305800,738
193,2018-04-24,728,732,725,731,343400,731
194,2018-04-23,723,729,721,724,224000,724
195,2018-04-20,721,722,713,721,482700,721
196,2018-04-19,707,721,707,717,313200,717
197,2018-04-18,705,711,703,707,317900,707
198,2018-04-17,715,717,698,701,384600,701
199,2018-04-16,704,714,700,709,487600,709
200,2018-04-13,689,705,687,704,448700,704
201,2018-04-12,698,698,681,683,353300,683
202,2018-04-11,682,700,679,696,626800,696
203,2018-04-10,670,680,660,677,457800,677
204,2018-04-09,666,674,662,670,477600,670
205,2018-04-06,695,697,666,670,857100,670
206,2018-04-05,690,702,680,698,618700,698
207,2018-04-04,660,684,656,680,678600,680
208,2018-04-03,655,656,650,654,354500,654
209,2018-04-02,667,674,663,664,329300,664
210,2018-03-30,665,668,658,666,337900,666
211,2018-03-29,660,665,648,655,313100,655
212,2018-03-28,640,654,640,652,427700,652
213,2018-03-27,638,659,637,657,461900,657
214,2018-03-26,620,634,611,633,642400,633
215,2018-03-23,641,643,627,629,800900,629
216,2018-03-22,669,670,656,663,546800,663
217,2018-03-20,666,681,663,672,431600,672
218,2018-03-19,680,680,665,670,298500,670
219,2018-03-16,683,688,676,679,269700,679
220,2018-03-15,685,687,671,683,333700,683
221,2018-03-14,685,695,685,689,399700,689
222,2018-03-13,680,692,679,692,439000,692
223,2018-03-12,673,682,671,676,367500,676
224,2018-03-09,665,676,660,663,511200,663
225,2018-03-08,664,669,659,660,470800,660
226,2018-03-07,667,670,658,663,384900,663
227,2018-03-06,669,684,667,668,455700,668
228,2018-03-05,669,670,656,661,472500,661
229,2018-03-02,675,678,664,671,589300,671
230,2018-03-01,702,702,687,689,462100,689
231,2018-02-28,718,720,706,708,504600,708
232,2018-02-27,728,728,716,717,407900,717
233,2018-02-26,725,728,717,718,363900,718
234,2018-02-23,698,718,698,716,388100,716
235,2018-02-22,699,703,692,698,373800,698
236,2018-02-21,710,714,703,706,403100,706
237,2018-02-20,707,713,705,712,454200,712
238,2018-02-19,685,705,685,703,390700,703
239,2018-02-16,683,692,682,685,722200,685
240,2018-02-15,680,686,673,684,647200,684
241,2018-02-14,690,691,660,670,848300,670
242,2018-02-13,715,718,692,692,831400,692
243,2018-02-09,698,713,696,706,995100,706
244,2018-02-08,729,733,703,727,1751700,727
245,2018-02-07,767,767,723,727,1410600,727
246,2018-02-06,760,763,712,733,1531700,733
247,2018-02-05,785,793,784,790,850600,790
248,2018-02-02,797,798,786,797,964700,797
249,2018-02-01,803,804,794,798,550800,798
250,2018-01-31,801,806,796,796,871600,796
251,2018-01-30,809,812,799,803,614400,803
