,date,closing price
0,2017-01-04,5540
1,2017-01-05,5520
2,2017-01-06,5640
3,2017-01-10,5710
4,2017-01-11,5700
5,2017-01-12,5650
6,2017-01-13,5660
7,2017-01-16,5520
8,2017-01-17,5500
9,2017-01-18,5350
10,2017-01-19,5350
11,2017-01-20,5400
12,2017-01-23,5330
13,2017-01-24,5280
14,2017-01-25,5310
15,2017-01-26,5390
16,2017-01-27,5400
17,2017-01-30,5300
18,2017-01-31,5220
19,2017-02-01,5210
20,2017-02-02,5100
21,2017-02-03,5160
22,2017-02-06,5170
23,2017-02-07,5190
24,2017-02-08,5280
25,2017-02-09,5210
26,2017-02-10,5320
27,2017-02-13,5420
28,2017-02-14,5370
29,2017-02-15,5820
30,2017-02-16,5880
31,2017-02-17,5940
32,2017-02-20,5970
33,2017-02-21,6120
34,2017-02-22,6200
35,2017-02-23,6150
36,2017-02-24,6230
37,2017-02-27,6180
38,2017-02-28,6220
39,2017-03-01,6250
40,2017-03-02,6230
41,2017-03-03,6250
42,2017-03-06,6180
43,2017-03-07,6180
44,2017-03-08,6190
45,2017-03-09,6210
46,2017-03-10,6400
47,2017-03-13,6330
48,2017-03-14,6240
49,2017-03-15,6220
50,2017-03-16,6220
51,2017-03-17,6130
52,2017-03-21,6180
53,2017-03-22,6060
54,2017-03-23,6070
55,2017-03-24,6170
56,2017-03-27,6020
57,2017-03-28,6110
58,2017-03-29,6110
59,2017-03-30,6070
60,2017-03-31,6040
61,2017-04-03,6060
62,2017-04-04,6060
63,2017-04-05,6060
64,2017-04-06,6040
65,2017-04-07,6010
66,2017-04-10,6210
67,2017-04-11,6120
68,2017-04-12,6130
69,2017-04-13,6070
70,2017-04-14,6080
71,2017-04-17,6120
72,2017-04-18,6180
73,2017-04-19,6190
74,2017-04-20,6150
75,2017-04-21,6100
76,2017-04-24,6270
77,2017-04-25,6300
78,2017-04-26,6370
79,2017-04-27,6310
80,2017-04-28,6280
81,2017-05-01,6330
82,2017-05-02,6370
83,2017-05-08,6530
84,2017-05-09,6490
85,2017-05-10,6460
86,2017-05-11,6370
87,2017-05-12,6400
88,2017-05-15,6420
89,2017-05-16,6200
90,2017-05-17,6040
91,2017-05-18,5910
92,2017-05-19,5890
93,2017-05-22,5930
94,2017-05-23,5790
95,2017-05-24,5820
96,2017-05-25,5820
97,2017-05-26,5740
98,2017-05-29,5720
99,2017-05-30,5760
100,2017-05-31,5640
101,2017-06-01,5770
102,2017-06-02,5830
103,2017-06-05,5730
104,2017-06-06,5740
105,2017-06-07,5690
106,2017-06-08,5510
107,2017-06-09,5450
108,2017-06-12,5430
109,2017-06-13,5430
110,2017-06-14,5480
111,2017-06-15,5460
112,2017-06-16,5490
113,2017-06-19,5480
114,2017-06-20,5490
115,2017-06-21,5400
116,2017-06-22,5330
117,2017-06-23,5390
118,2017-06-26,5360
119,2017-06-27,5360
120,2017-06-28,5370
121,2017-06-29,5430
122,2017-06-30,5370
123,2017-07-03,5340
124,2017-07-04,5330
125,2017-07-05,5350
126,2017-07-06,5340
127,2017-07-07,5240
128,2017-07-10,5130
129,2017-07-11,5240
130,2017-07-12,5210
131,2017-07-13,5160
132,2017-07-14,5200
133,2017-07-18,5130
134,2017-07-19,5160
135,2017-07-20,5170
136,2017-07-21,5120
137,2017-07-24,5150
138,2017-07-25,5070
139,2017-07-26,5100
140,2017-07-27,5120
141,2017-07-28,5150
142,2017-07-31,5160
143,2017-08-01,5260
144,2017-08-02,5210
145,2017-08-03,5270
146,2017-08-04,5250
147,2017-08-07,5290
148,2017-08-08,5260
149,2017-08-09,5170
150,2017-08-10,4855
151,2017-08-14,4850
152,2017-08-15,4925
153,2017-08-16,4930
154,2017-08-17,4905
155,2017-08-18,4885
156,2017-08-21,4810
157,2017-08-22,4770
158,2017-08-23,4720
159,2017-08-24,4565
160,2017-08-25,4650
161,2017-08-28,4695
162,2017-08-29,4605
163,2017-08-30,4585
164,2017-08-31,4600
165,2017-09-01,4600
166,2017-09-04,4520
167,2017-09-05,4505
168,2017-09-06,4470
169,2017-09-07,4475
170,2017-09-08,4580
171,2017-09-11,4640
172,2017-09-12,4640
173,2017-09-13,4735
174,2017-09-14,4730
175,2017-09-15,4705
176,2017-09-19,4715
177,2017-09-20,4820
178,2017-09-21,4915
179,2017-09-22,4825
180,2017-09-25,4800
181,2017-09-26,4880
182,2017-09-27,4985
183,2017-09-28,4940
184,2017-09-29,4940
185,2017-10-02,4940
186,2017-10-03,4940
187,2017-10-04,4985
188,2017-10-05,5120
189,2017-10-06,5040
190,2017-10-10,4980
191,2017-10-11,5040
192,2017-10-12,5080
193,2017-10-13,5160
194,2017-10-16,5120
195,2017-10-17,5080
196,2017-10-18,5100
197,2017-10-19,5190
198,2017-10-20,5110
199,2017-10-23,5050
200,2017-10-24,5000
201,2017-10-25,4795
202,2017-10-26,4820
203,2017-10-27,4800
204,2017-10-30,4800
205,2017-10-31,4825
206,2017-11-01,4825
207,2017-11-02,4830
208,2017-11-06,4795
209,2017-11-07,4900
210,2017-11-08,4885
211,2017-11-09,4945
212,2017-11-10,4915
213,2017-11-13,4860
214,2017-11-15,4925
215,2017-11-16,4875
216,2017-11-17,4755
217,2017-11-20,4770
218,2017-11-21,4720
219,2017-11-22,4725
220,2017-11-24,4815
221,2017-11-27,4810
222,2017-11-28,4840
223,2017-11-29,4940
224,2017-11-30,5080
225,2017-12-01,5100
226,2017-12-04,5110
227,2017-12-05,5180
228,2017-12-06,5000
229,2017-12-07,5050
230,2017-12-08,5000
231,2017-12-11,4960
232,2017-12-12,4955
233,2017-12-13,4910
234,2017-12-14,4885
235,2017-12-15,4820
236,2017-12-18,4830
237,2017-12-19,4765
238,2017-12-20,4775
239,2017-12-21,4815
240,2017-12-22,4815
241,2017-12-25,4795
242,2017-12-26,4825
243,2017-12-27,4780
244,2017-12-28,4770
245,2017-12-29,4775
