,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2017-01-04,2697.5,2719,2693.5,2713.5,5591800,2713.5
1,2017-01-05,2719.5,2719.5,2660,2680.5,4613800,2680.5
2,2017-01-06,2638,2677.5,2617.5,2672.5,4701100,2672.5
3,2017-01-10,2643,2676,2633,2639.5,4648200,2639.5
4,2017-01-11,2645,2667,2639,2653.5,3531300,2653.5
5,2017-01-12,2663,2687.5,2662.5,2675,6208500,2675
6,2017-01-13,2676.5,2696.5,2673.5,2682,3923100,2682
7,2017-01-16,2679.5,2704.5,2664,2674.5,3879400,2674.5
8,2017-01-17,2663.5,2668,2618,2630.5,3392400,2630.5
9,2017-01-18,2625.5,2649,2610.5,2640,2613300,2640
10,2017-01-19,2658,2704,2658,2701.5,3525600,2701.5
11,2017-01-20,2729.5,2774.5,2727.5,2755.5,5295900,2755.5
12,2017-01-23,2727.5,2759,2713.5,2736,4048400,2736
13,2017-01-24,2720,2731.5,2701,2703,2534600,2703
14,2017-01-25,2781,2798.5,2761,2778,3969100,2778
15,2017-01-26,2807,2842,2807,2838,5131200,2838
16,2017-01-27,2826,2831.5,2795.5,2804.5,4554300,2804.5
17,2017-01-30,2788,2790,2751,2752,3256600,2752
18,2017-01-31,2685.5,2722.5,2682,2694,3942300,2694
19,2017-02-01,2720,2780,2709,2775,4460600,2775
20,2017-02-02,2806,2808,2757.5,2774.5,4512100,2774.5
21,2017-02-03,2779.5,2819,2768,2811.5,5309200,2811.5
22,2017-02-06,2824.5,2833.5,2792,2804.5,2916500,2804.5
23,2017-02-07,2776.5,2784.5,2743,2770.5,2802300,2770.5
24,2017-02-08,2780.5,2805,2776.5,2804,2535200,2804
25,2017-02-09,2784,2787.5,2762,2765.5,2503000,2765.5
26,2017-02-10,2810,2823.5,2794.5,2820.5,4306200,2820.5
27,2017-02-13,2828,2828.5,2809,2809,2572300,2809
28,2017-02-14,2840,2854,2812.5,2813.5,3882900,2813.5
29,2017-02-15,2837.5,2855,2818,2854,3011800,2854
30,2017-02-16,2845,2857,2820,2850,2998600,2850
31,2017-02-17,2825,2831,2810,2824,2354600,2824
32,2017-02-20,2812,2818.5,2786,2801,2563900,2801
33,2017-02-21,2816,2851,2802.5,2848,2952400,2848
34,2017-02-22,2870,2879.5,2858,2867,3429600,2867
35,2017-02-23,2870,2872.5,2852,2866.5,2148400,2866.5
36,2017-02-24,2740,2784,2705.5,2710.5,8754600,2710.5
37,2017-02-27,2677.5,2680.5,2643,2662,5173000,2662
38,2017-02-28,2700,2734.5,2697.5,2710.5,4335800,2710.5
39,2017-03-01,2712.5,2803.5,2712.5,2798.5,5669500,2798.5
40,2017-03-02,2851,2879.5,2850,2859,4276700,2859
41,2017-03-03,2841,2843,2793.5,2816.5,3635200,2816.5
42,2017-03-06,2812.5,2834.5,2785.5,2828,2186400,2828
43,2017-03-07,2828,2859,2815,2852,2724000,2852
44,2017-03-08,2840,2858.5,2824.5,2858.5,3032400,2858.5
45,2017-03-09,2854.5,2878,2848,2854,4126200,2854
46,2017-03-10,2864.5,2912,2861.5,2910,6052400,2910
47,2017-03-13,2895.5,2903.5,2886.5,2899,3284000,2899
48,2017-03-14,2899,2919,2893.5,2915,2420200,2915
49,2017-03-15,2915,2925,2904,2924.5,2648800,2924.5
50,2017-03-16,2935,3029,2928,3002,6539700,3002
51,2017-03-17,2997.5,3019,2985.5,3004,5138200,3004
52,2017-03-21,2985,3017,2979,3009,4129600,3009
53,2017-03-22,2910,2971,2906,2950,5346200,2950
54,2017-03-23,2934,2968,2926.5,2965,3536100,2965
55,2017-03-24,2965,2974.5,2944.5,2954.5,5736600,2954.5
56,2017-03-27,2904.5,2944.5,2888.5,2942.5,3945700,2942.5
57,2017-03-28,2945.5,2957.5,2927.5,2950,4814400,2950
58,2017-03-29,2971,2998,2945,2987,4863000,2987
59,2017-03-30,2960,2968,2933,2946.5,4258200,2946.5
60,2017-03-31,2970,2970.5,2901.5,2901.5,4191900,2901.5
61,2017-04-03,2901.5,2926,2878,2910.5,2955300,2910.5
62,2017-04-04,2908.5,2928.5,2868,2891.5,3167600,2891.5
63,2017-04-05,2941.5,2941.5,2874,2893.5,2725400,2893.5
64,2017-04-06,2871.5,2887.5,2843,2870,4546300,2870
65,2017-04-07,2881,2887.5,2818.5,2852.5,4467900,2852.5
66,2017-04-10,2856.5,2887,2833.5,2871.5,3057700,2871.5
67,2017-04-11,2846,2851,2808.5,2824.5,3193200,2824.5
68,2017-04-12,2801.5,2817.5,2775,2789,2800000,2789
