,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2017-01-04,758.8,784.8,758.2,783.6,5711700,783.6
1,2017-01-05,797.1,798,780.1,785.4,4681400,785.4
2,2017-01-06,780,783.7,772.2,781.5,5463200,781.5
3,2017-01-10,778,784.4,772.5,778.2,4865500,778.2
4,2017-01-11,778,788.4,774.7,786,4558100,786
5,2017-01-12,790,791.8,778.3,785.6,5617800,785.6
6,2017-01-13,788.6,798.4,782.8,791.6,5703900,791.6
7,2017-01-16,787.6,791.7,778.7,783.3,2774800,783.3
8,2017-01-17,780,781.8,764.2,765.1,4347700,765.1
9,2017-01-18,757.3,767.6,750.7,765.4,4819600,765.4
10,2017-01-19,776,779.3,769.7,773.3,2654400,773.3
11,2017-01-20,770.6,779,768.7,771.1,4196400,771.1
12,2017-01-23,766.7,767.9,757,760.8,4066300,760.8
13,2017-01-24,757.5,764.4,753.8,755.6,3914200,755.6
14,2017-01-25,770.6,776.5,769.8,775.7,4195900,775.7
15,2017-01-26,786.6,805.4,786.6,803.4,8436400,803.4
16,2017-01-27,810,810.9,798.7,801.8,5320700,801.8
17,2017-01-30,798,798.9,789.4,798.2,3481000,798.2
18,2017-01-31,787.8,798.8,787.7,789.7,5463900,789.7
19,2017-02-01,782,799.9,777.4,798.8,5127500,798.8
20,2017-02-02,805.7,815,792.6,794.5,5471200,794.5
21,2017-02-03,792.5,797.7,773.3,774.2,5681000,774.2
22,2017-02-06,780.9,783.5,762.6,764.4,4467500,764.4
23,2017-02-07,767.1,779,761.6,774.9,5574600,774.9
24,2017-02-08,775.4,819,773.5,814.5,14117500,814.5
25,2017-02-09,814,814,801.7,804.5,6964100,804.5
26,2017-02-10,819.1,830.6,815.2,826.1,7649300,826.1
27,2017-02-13,831.1,838.3,826.3,828.5,5017800,828.5
28,2017-02-14,830.4,838,820.5,822.3,4251300,822.3
29,2017-02-15,828,845.6,827,839.7,5125600,839.7
30,2017-02-16,844.3,846.4,830.5,839.8,4573700,839.8
31,2017-02-17,853.2,870,846.2,855.8,8570500,855.8
32,2017-02-20,856,861.3,853.1,859.3,6441000,859.3
33,2017-02-21,864,878.6,863.3,873.4,5875600,873.4
34,2017-02-22,875,881.6,871.5,879,5556200,879
35,2017-02-23,899.5,907.4,883.2,889.3,9079000,889.3
36,2017-02-24,880.4,889.6,874.6,876.7,5902400,876.7
37,2017-02-27,864.7,871.4,853.4,864,6285700,864
38,2017-02-28,870.8,878.3,862.7,862.7,6455900,862.7
39,2017-03-01,868.7,880.9,865.1,878.1,5865000,878.1
40,2017-03-02,900,901.2,881.3,883.8,6340500,883.8
41,2017-03-03,875,875.9,866.2,871.6,5354800,871.6
42,2017-03-06,868.6,877.6,863.6,876.9,4038100,876.9
43,2017-03-07,890.2,897.2,885.1,887,7983100,887
44,2017-03-08,885,887.5,872.3,877.8,7513700,877.8
45,2017-03-09,890,895.5,884.6,890.5,6298100,890.5
46,2017-03-10,900,901,892.1,897,7416100,897
47,2017-03-13,896.6,901.4,892.7,896.6,4719100,896.6
48,2017-03-14,900,902,896.1,899,4835700,899
49,2017-03-15,885,894.6,868,869.5,19934500,869.5
50,2017-03-16,860,879.3,856.9,876,10736600,876
51,2017-03-17,863.1,876.3,863,867.5,9280400,867.5
52,2017-03-21,867.6,885,864,882.7,9741000,882.7
53,2017-03-22,861.9,862,838.8,839.8,8490600,839.8
54,2017-03-23,839.8,843.4,833.2,840.3,5488300,840.3
55,2017-03-24,855.3,869.4,850.5,858.3,8061100,858.3
56,2017-03-27,844,851.2,843.6,848.5,3950700,848.5
57,2017-03-28,857.2,868.2,856,868,6256400,868
58,2017-03-29,867.6,869.7,860.5,863.6,6431000,863.6
59,2017-03-30,866.6,884.8,864.2,874.2,7001600,874.2
60,2017-03-31,886.6,886.6,861.4,861.4,7026800,861.4
61,2017-04-03,867.8,870,860,865.2,5158700,865.2
62,2017-04-04,860.9,865,839.7,845,6454600,845
63,2017-04-05,852.4,855,837.4,845.3,4978300,845.3
64,2017-04-06,839.5,843.6,827.2,830.2,6210300,830.2
65,2017-04-07,839.5,844.2,828.3,836.6,5796100,836.6
66,2017-04-10,839.6,850,838.9,848.6,3939400,848.6
67,2017-04-11,839.9,844.2,833.2,838.6,4229000,838.6
68,2017-04-12,830,836.3,821,822.7,7476000,822.7
69,2017-04-13,810,817.6,801.7,812.2,6290700,812.2
70,2017-04-14,808,817.5,802.2,812.6,3836000,812.6
71,2017-04-17,810.1,815.6,801.8,814.3,3602200,814.3
72,2017-04-18,823.7,832.7,821.1,824.5,5221400,824.5
73,2017-04-19,818.7,834.3,817.4,832.7,6545800,832.7
74,2017-04-20,833,844.2,826.6,835.8,6572500,835.8
75,2017-04-21,848,848.7,837.5,844.1,5343000,844.1
76,2017-04-24,854.9,858.9,845.4,846.6,4581700,846.6
77,2017-04-25,846,862.9,844,859.9,5411900,859.9
78,2017-04-26,871,883.2,862.9,881.2,6916800,881.2
79,2017-04-27,885.5,890.2,882.8,886.1,5476700,886.1
80,2017-04-28,883,885,866.8,872.3,5799400,872.3
81,2017-05-01,873.7,882.3,872.3,882.1,3274900,882.1
82,2017-05-02,890,891.7,883.1,886,4465500,886
83,2017-05-08,905,917.6,901.5,917.5,9905500,917.5
84,2017-05-09,923.3,924,901.4,902.1,8255400,902.1
85,2017-05-10,903.3,909.5,896.7,902,6274900,902
86,2017-05-11,902.2,907.1,894.3,906.9,5204400,906.9
87,2017-05-12,910,910,879,883.5,7847400,883.5
88,2017-05-15,856.5,866.8,833.6,846.6,16038700,846.6
89,2017-05-16,861.6,861.6,844.3,853.6,10393900,853.6
90,2017-05-17,858,858,844.1,844.3,8219500,844.3
91,2017-05-18,832.5,839.5,826,826.4,8908900,826.4
92,2017-05-19,827.3,838.1,816.3,836.1,9423300,836.1
93,2017-05-22,839.3,843.2,834.3,836.1,5261900,836.1
94,2017-05-23,835.2,845.3,833,834.8,5402800,834.8
95,2017-05-24,846,846.6,832.6,837.1,6270900,837.1
