,date,closing price
0,2015-01-05,654.6
1,2015-01-06,634
2,2015-01-07,623.1
3,2015-01-08,627.1
4,2015-01-09,632.8
5,2015-01-13,629.7
6,2015-01-14,616.9
7,2015-01-15,618.8
8,2015-01-16,614.7
9,2015-01-19,608.8
10,2015-01-20,625
11,2015-01-21,620.6
12,2015-01-22,614.7
13,2015-01-23,622.2
14,2015-01-26,622.7
15,2015-01-27,642.8
16,2015-01-28,640.1
17,2015-01-29,630.8
18,2015-01-30,632.3
19,2015-02-02,625
20,2015-02-03,622
21,2015-02-04,654.1
22,2015-02-05,656.9
23,2015-02-06,671.8
24,2015-02-09,679.9
25,2015-02-10,683.3
26,2015-02-12,702
27,2015-02-13,707.1
28,2015-02-16,729
29,2015-02-17,720.4
30,2015-02-18,743.3
31,2015-02-19,770.2
32,2015-02-20,765.5
33,2015-02-23,752.7
34,2015-02-24,752.1
35,2015-02-25,762.7
36,2015-02-26,786.9
37,2015-02-27,777.7
38,2015-03-02,767.6
39,2015-03-03,759.5
40,2015-03-04,745
41,2015-03-05,757.1
42,2015-03-06,778.5
43,2015-03-09,781
44,2015-03-10,755.9
45,2015-03-11,749.1
46,2015-03-12,773.4
47,2015-03-13,789.5
48,2015-03-16,797
49,2015-03-17,793.2
50,2015-03-18,806.6
51,2015-03-19,785
52,2015-03-20,790
53,2015-03-23,787.5
54,2015-03-24,784.8
55,2015-03-25,783.2
56,2015-03-26,765.1
57,2015-03-27,752.2
58,2015-03-30,756.5
59,2015-03-31,743.7
60,2015-04-01,748.7
61,2015-04-02,773
62,2015-04-03,771.4
63,2015-04-06,764.6
64,2015-04-07,788
65,2015-04-08,794
66,2015-04-09,785.8
67,2015-04-10,777.3
68,2015-04-13,771.4
69,2015-04-14,780
70,2015-04-15,783.7
71,2015-04-16,805.3
72,2015-04-17,822
73,2015-04-20,826.4
74,2015-04-21,854
75,2015-04-22,879.2
76,2015-04-23,861.7
77,2015-04-24,856.8
78,2015-04-27,851.1
79,2015-04-28,855.7
80,2015-04-30,855.9
81,2015-05-01,842.2
82,2015-05-07,836.4
83,2015-05-08,882.8
84,2015-05-11,872
85,2015-05-12,864.7
86,2015-05-13,865.2
87,2015-05-14,844
88,2015-05-15,871.9
89,2015-05-18,911.8
90,2015-05-19,899.1
91,2015-05-20,898.7
92,2015-05-21,906.8
93,2015-05-22,899.5
94,2015-05-25,905.4
95,2015-05-26,900.8
96,2015-05-27,896.6
97,2015-05-28,917.3
98,2015-05-29,921.2
99,2015-06-01,935
100,2015-06-02,914
101,2015-06-03,913.7
102,2015-06-04,924.3
103,2015-06-05,906.4
104,2015-06-08,900.8
105,2015-06-09,884.3
106,2015-06-10,877
107,2015-06-11,891.9
108,2015-06-12,890
109,2015-06-15,889.5
110,2015-06-16,875.5
