,date,closing price
0,2019-02-07,3435
1,2019-02-06,3250
2,2019-02-05,3265
3,2019-02-04,3260
4,2019-02-01,3165
5,2019-01-31,3250
6,2019-01-30,3185
7,2019-01-29,3205
8,2019-01-28,3265
9,2019-01-25,3245
10,2019-01-24,3130
11,2019-01-23,3120
12,2019-01-22,3115
13,2019-01-21,3150
14,2019-01-18,3090
15,2019-01-17,3025
16,2019-01-16,3000
17,2019-01-15,3010
18,2019-01-11,2960
19,2019-01-10,2880
20,2019-01-09,2920
21,2019-01-08,2876
22,2019-01-07,2787
23,2019-01-04,2667
24,2018-12-28,2762
25,2018-12-27,2651
26,2018-12-26,2535
27,2018-12-25,2466
28,2018-12-21,2647
29,2018-12-20,2709
30,2018-12-19,2844
31,2018-12-18,2823
32,2018-12-17,2840
33,2018-12-14,2859
34,2018-12-13,2920
35,2018-12-12,2851
36,2018-12-11,2802
37,2018-12-10,2856
38,2018-12-07,2885
39,2018-12-06,3045
40,2018-12-05,3160
41,2018-12-04,3250
42,2018-12-03,3315
43,2018-11-30,3315
44,2018-11-29,3285
45,2018-11-28,3255
46,2018-11-27,3200
47,2018-11-26,3170
48,2018-11-22,3105
49,2018-11-21,3165
50,2018-11-20,3205
51,2018-11-19,3265
52,2018-11-16,3150
53,2018-11-15,3155
54,2018-11-14,3190
55,2018-11-13,3110
56,2018-11-12,3150
57,2018-11-09,3205
58,2018-11-08,3200
59,2018-11-07,3150
60,2018-11-06,3200
61,2018-11-05,3185
62,2018-11-02,3165
63,2018-11-01,3055
64,2018-10-31,3055
65,2018-10-30,2944
66,2018-10-29,2877
67,2018-10-26,2883
68,2018-10-25,2901
69,2018-10-24,3050
70,2018-10-23,3015
71,2018-10-22,3095
72,2018-10-19,3095
73,2018-10-18,3155
74,2018-10-17,3320
75,2018-10-16,3295
76,2018-10-15,3260
77,2018-10-12,3355
78,2018-10-11,3310
79,2018-10-10,3495
80,2018-10-09,3505
81,2018-10-05,3665
82,2018-10-04,3855
83,2018-10-03,3885
84,2018-10-02,3935
85,2018-10-01,3895
86,2018-09-28,3780
87,2018-09-27,3695
88,2018-09-26,3910
89,2018-09-25,3950
90,2018-09-21,3940
91,2018-09-20,3765
92,2018-09-19,3740
93,2018-09-18,3690
94,2018-09-14,3635
95,2018-09-13,3515
96,2018-09-12,3505
97,2018-09-11,3625
98,2018-09-10,3630
99,2018-09-07,3580
100,2018-09-06,3670
101,2018-09-05,3695
102,2018-09-04,3695
103,2018-09-03,3675
104,2018-08-31,3825
105,2018-08-30,3800
106,2018-08-29,3705
107,2018-08-28,3620
108,2018-08-27,3610
109,2018-08-24,3510
110,2018-08-23,3515
111,2018-08-22,3560
112,2018-08-21,3405
113,2018-08-20,3465
114,2018-08-17,3470
115,2018-08-16,3440
116,2018-08-15,3555
117,2018-08-14,3760
118,2018-08-13,3670
119,2018-08-10,3865
120,2018-08-09,3965
121,2018-08-08,3885
122,2018-08-07,3690
123,2018-08-06,3700
124,2018-08-03,3740
125,2018-08-02,3695
126,2018-08-01,4105
127,2018-07-31,3935
128,2018-07-30,3925
129,2018-07-27,3940
130,2018-07-26,3950
131,2018-07-25,3900
132,2018-07-24,3750
133,2018-07-23,3680
134,2018-07-20,3695
135,2018-07-19,3805
136,2018-07-18,3710
137,2018-07-17,3710
138,2018-07-13,3720
139,2018-07-12,3670
140,2018-07-11,3725
141,2018-07-10,3790
142,2018-07-09,3700
143,2018-07-06,3680
144,2018-07-05,3630
145,2018-07-04,3735
146,2018-07-03,3685
147,2018-07-02,3820
148,2018-06-29,3875
149,2018-06-28,3870
150,2018-06-27,3810
151,2018-06-26,3875
152,2018-06-25,3800
153,2018-06-22,3825
154,2018-06-21,3880
155,2018-06-20,3895
156,2018-06-19,3880
157,2018-06-18,3920
158,2018-06-15,4040
159,2018-06-14,4050
160,2018-06-13,4095
161,2018-06-12,4095
162,2018-06-11,4125
163,2018-06-08,4070
164,2018-06-07,4100
165,2018-06-06,4085
166,2018-06-05,4075
167,2018-06-04,4045
168,2018-06-01,4090
169,2018-05-31,4210
170,2018-05-30,4275
171,2018-05-29,4375
172,2018-05-28,4490
173,2018-05-25,4470
174,2018-05-24,4525
175,2018-05-23,4695
176,2018-05-22,4820
177,2018-05-21,5000
178,2018-05-18,4960
179,2018-05-17,4955
180,2018-05-16,4910
181,2018-05-15,4970
182,2018-05-14,4835
183,2018-05-11,4805
184,2018-05-10,4815
185,2018-05-09,5340
186,2018-05-08,5360
187,2018-05-07,5370
188,2018-05-02,5420
189,2018-05-01,5390
190,2018-04-27,5400
191,2018-04-26,5290
192,2018-04-25,5370
193,2018-04-24,5440
194,2018-04-23,5300
195,2018-04-20,5180
196,2018-04-19,5210
197,2018-04-18,5130
198,2018-04-17,5000
199,2018-04-16,4995
200,2018-04-13,5020
201,2018-04-12,4755
202,2018-04-11,4920
203,2018-04-10,4920
204,2018-04-09,4940
205,2018-04-06,5090
206,2018-04-05,5200
207,2018-04-04,5300
208,2018-04-03,5500
209,2018-04-02,5710
210,2018-03-30,5710
211,2018-03-29,5620
212,2018-03-28,5640
213,2018-03-27,5800
214,2018-03-26,5560
215,2018-03-23,5710
216,2018-03-22,5940
217,2018-03-20,5910
218,2018-03-19,5800
219,2018-03-16,5910
220,2018-03-15,5970
221,2018-03-14,5950
222,2018-03-13,5880
223,2018-03-12,5880
224,2018-03-09,5850
225,2018-03-08,5760
226,2018-03-07,5620
227,2018-03-06,5640
228,2018-03-05,5550
229,2018-03-02,5740
230,2018-03-01,5840
231,2018-02-28,5880
232,2018-02-27,5900
233,2018-02-26,5910
234,2018-02-23,5950
235,2018-02-22,5920
236,2018-02-21,5870
237,2018-02-20,5710
238,2018-02-19,5700
239,2018-02-16,5560
240,2018-02-15,5580
241,2018-02-14,5390
242,2018-02-13,5540
243,2018-02-09,5550
244,2018-02-08,5670
245,2018-02-07,5580
246,2018-02-06,5400
247,2018-02-05,5780
248,2018-02-02,6100
249,2018-02-01,6120
250,2018-01-31,5980
251,2018-01-30,6100
252,2018-01-29,6310
253,2018-01-26,6330
254,2018-01-25,6240
255,2018-01-24,6230
256,2018-01-23,6290
257,2018-01-22,6260
258,2018-01-19,6270
259,2018-01-18,6180
260,2018-01-17,6200
261,2018-01-16,6200
262,2018-01-15,6220
263,2018-01-12,6250
264,2018-01-11,6150
265,2018-01-10,6010
266,2018-01-09,6010
267,2018-01-05,5900
268,2018-01-04,5800
269,2017-12-29,5560
270,2017-12-28,5640
271,2017-12-27,5630
272,2017-12-26,5550
273,2017-12-25,5670
274,2017-12-22,5750
275,2017-12-21,5700
276,2017-12-20,5540
277,2017-12-19,5440
278,2017-12-18,5570
279,2017-12-15,5400
280,2017-12-14,5440
281,2017-12-13,5510
282,2017-12-12,5650
283,2017-12-11,5690
284,2017-12-08,5700
285,2017-12-07,5720
286,2017-12-06,5630
287,2017-12-05,5800
288,2017-12-04,5870
289,2017-12-01,5930
290,2017-11-30,5940
291,2017-11-29,5890
292,2017-11-28,5900
293,2017-11-27,5910
294,2017-11-24,6000
295,2017-11-22,6100
296,2017-11-21,6030
297,2017-11-20,6000
298,2017-11-17,5800
299,2017-11-16,5770
