,date,closing price
0,2019-02-07,1652.5
1,2019-02-06,1675
2,2019-02-05,1677.5
3,2019-02-04,1673.5
4,2019-02-01,1691
5,2019-01-31,1881
6,2019-01-30,1868.5
7,2019-01-29,1896
8,2019-01-28,1856
9,2019-01-25,1874
10,2019-01-24,1884.5
11,2019-01-23,1897
12,2019-01-22,1913
13,2019-01-21,1911
14,2019-01-18,1908.5
15,2019-01-17,1874
16,2019-01-16,1905.5
17,2019-01-15,1855.5
18,2019-01-11,1916
19,2019-01-10,1929.5
20,2019-01-09,1948
21,2019-01-08,1937
22,2019-01-07,1961.5
23,2019-01-04,1934.5
24,2018-12-28,1957
25,2018-12-27,1956.5
26,2018-12-26,1861
27,2018-12-25,1837
28,2018-12-21,1965
29,2018-12-20,1979.5
30,2018-12-19,1984.5
31,2018-12-18,1972.5
32,2018-12-17,1998
33,2018-12-14,1994.5
34,2018-12-13,1997.5
35,2018-12-12,1998
36,2018-12-11,1919.5
37,2018-12-10,1881
38,2018-12-07,1927.5
39,2018-12-06,1895.5
40,2018-12-05,1943.5
41,2018-12-04,1922
42,2018-12-03,1944.5
43,2018-11-30,1962.5
44,2018-11-29,1928
45,2018-11-28,1923
46,2018-11-27,1919
47,2018-11-26,1909
48,2018-11-22,1916
49,2018-11-21,1888.5
50,2018-11-20,1886.5
51,2018-11-19,1925
52,2018-11-16,1926.5
53,2018-11-15,1916.5
54,2018-11-14,1908
55,2018-11-13,1902
56,2018-11-12,1924
57,2018-11-09,1899.5
58,2018-11-08,1886
59,2018-11-07,1889
60,2018-11-06,1848
61,2018-11-05,1804
62,2018-11-02,1817.5
63,2018-11-01,1828.5
64,2018-10-31,1826.5
65,2018-10-30,1786
66,2018-10-29,1807.5
67,2018-10-26,1807
68,2018-10-25,1812.5
69,2018-10-24,1848
70,2018-10-23,1821
71,2018-10-22,1871.5
72,2018-10-19,1852.5
73,2018-10-18,1870
74,2018-10-17,1845
75,2018-10-16,1807.5
76,2018-10-15,1800
77,2018-10-12,1835
78,2018-10-11,1866.5
79,2018-10-10,1887
80,2018-10-09,1888.5
81,2018-10-05,1902.5
82,2018-10-04,1932.5
83,2018-10-03,1952.5
84,2018-10-02,1964
85,2018-10-01,1942.5
86,2018-09-28,1950.5
87,2018-09-27,1949.5
88,2018-09-26,1945.5
89,2018-09-25,1935
90,2018-09-21,1916
91,2018-09-20,1902.5
92,2018-09-19,1912.5
93,2018-09-18,1914.5
94,2018-09-14,1880
95,2018-09-13,1882
96,2018-09-12,1868
97,2018-09-11,1869.5
