,date,closing price
0,2019-02-07,548
1,2019-02-06,555
2,2019-02-05,558
3,2019-02-04,559
4,2019-02-01,558
5,2019-01-31,566
6,2019-01-30,562
7,2019-01-29,576
8,2019-01-28,585
9,2019-01-25,587
10,2019-01-24,579
11,2019-01-23,574
12,2019-01-22,575
13,2019-01-21,583
14,2019-01-18,572
15,2019-01-17,563
16,2019-01-16,564
17,2019-01-15,567
18,2019-01-11,561
19,2019-01-10,550
20,2019-01-09,552
21,2019-01-08,554
22,2019-01-07,546
23,2019-01-04,525
24,2018-12-28,533
25,2018-12-27,522
26,2018-12-26,498
27,2018-12-25,488
28,2018-12-21,512
29,2018-12-20,527
30,2018-12-19,547
31,2018-12-18,552
32,2018-12-17,558
33,2018-12-14,563
34,2018-12-13,574
35,2018-12-12,565
36,2018-12-11,560
37,2018-12-10,580
38,2018-12-07,591
39,2018-12-06,604
40,2018-12-05,614
41,2018-12-04,622
42,2018-12-03,628
43,2018-11-30,616
44,2018-11-29,608
45,2018-11-28,608
46,2018-11-27,590
47,2018-11-26,587
48,2018-11-22,590
49,2018-11-21,591
50,2018-11-20,589
51,2018-11-19,592
52,2018-11-16,587
53,2018-11-15,598
54,2018-11-14,598
55,2018-11-13,595
56,2018-11-12,610
57,2018-11-09,612
58,2018-11-08,610
59,2018-11-07,601
60,2018-11-06,599
61,2018-11-05,593
62,2018-11-02,602
63,2018-11-01,573
64,2018-10-31,566
65,2018-10-30,551
66,2018-10-29,545
67,2018-10-26,540
68,2018-10-25,547
69,2018-10-24,567
70,2018-10-23,573
71,2018-10-22,594
72,2018-10-19,586
73,2018-10-18,592
74,2018-10-17,600
75,2018-10-16,598
76,2018-10-15,589
77,2018-10-12,600
78,2018-10-11,598
79,2018-10-10,625
80,2018-10-09,626
81,2018-10-05,640
82,2018-10-04,672
83,2018-10-03,673
84,2018-10-02,677
85,2018-10-01,669
86,2018-09-28,665
87,2018-09-27,654
88,2018-09-26,663
89,2018-09-25,672
90,2018-09-21,661
91,2018-09-20,641
92,2018-09-19,645
93,2018-09-18,628
94,2018-09-14,617
95,2018-09-13,605
96,2018-09-12,601
97,2018-09-11,606
98,2018-09-10,603
99,2018-09-07,601
100,2018-09-06,606
101,2018-09-05,612
102,2018-09-04,611
103,2018-09-03,617
104,2018-08-31,631
105,2018-08-30,642
106,2018-08-29,646
107,2018-08-28,644
108,2018-08-27,638
109,2018-08-24,623
110,2018-08-23,619
111,2018-08-22,624
112,2018-08-21,615
113,2018-08-20,612
114,2018-08-17,614
115,2018-08-16,612
116,2018-08-15,615
117,2018-08-14,619
118,2018-08-13,611
119,2018-08-10,630
120,2018-08-09,640
121,2018-08-08,640
122,2018-08-07,639
123,2018-08-06,637
124,2018-08-03,648
125,2018-08-02,662
126,2018-08-01,673
127,2018-07-31,641
128,2018-07-30,644
129,2018-07-27,645
130,2018-07-26,638
131,2018-07-25,628
132,2018-07-24,615
133,2018-07-23,615
134,2018-07-20,623
135,2018-07-19,631
136,2018-07-18,630
137,2018-07-17,623
138,2018-07-13,616
139,2018-07-12,609
140,2018-07-11,618
141,2018-07-10,629
142,2018-07-09,624
143,2018-07-06,616
144,2018-07-05,606
145,2018-07-04,614
146,2018-07-03,621
147,2018-07-02,623
148,2018-06-29,628
149,2018-06-28,623
150,2018-06-27,622
151,2018-06-26,624
152,2018-06-25,616
153,2018-06-22,612
154,2018-06-21,613
155,2018-06-20,611
156,2018-06-19,610
157,2018-06-18,629
158,2018-06-15,644
159,2018-06-14,648
160,2018-06-13,665
161,2018-06-12,655
162,2018-06-11,654
163,2018-06-08,660
164,2018-06-07,676
165,2018-06-06,668
166,2018-06-05,664
167,2018-06-04,665
168,2018-06-01,656
169,2018-05-31,659
170,2018-05-30,648
171,2018-05-29,661
172,2018-05-28,661
173,2018-05-25,656
174,2018-05-24,648
175,2018-05-23,659
176,2018-05-22,668
177,2018-05-21,671
178,2018-05-18,670
179,2018-05-17,659
180,2018-05-16,635
181,2018-05-15,653
182,2018-05-14,635
183,2018-05-11,632
184,2018-05-10,644
185,2018-05-09,638
186,2018-05-08,638
187,2018-05-07,630
188,2018-05-02,634
189,2018-05-01,629
190,2018-04-27,629
191,2018-04-26,643
192,2018-04-25,645
193,2018-04-24,649
194,2018-04-23,638
195,2018-04-20,639
196,2018-04-19,648
197,2018-04-18,630
198,2018-04-17,621
199,2018-04-16,621
200,2018-04-13,622
201,2018-04-12,608
202,2018-04-11,621
203,2018-04-10,625
204,2018-04-09,605
205,2018-04-06,603
206,2018-04-05,605
207,2018-04-04,596
208,2018-04-03,608
209,2018-04-02,616
210,2018-03-30,620
211,2018-03-29,608
212,2018-03-28,606
213,2018-03-27,617
214,2018-03-26,589
215,2018-03-23,588
216,2018-03-22,614
217,2018-03-20,614
218,2018-03-19,612
219,2018-03-16,618
220,2018-03-15,619
221,2018-03-14,623
222,2018-03-13,626
223,2018-03-12,629
224,2018-03-09,617
225,2018-03-08,608
226,2018-03-07,606
227,2018-03-06,616
228,2018-03-05,611
229,2018-03-02,631
230,2018-03-01,656
231,2018-02-28,669
232,2018-02-27,677
233,2018-02-26,668
234,2018-02-23,667
235,2018-02-22,656
236,2018-02-21,673
237,2018-02-20,672
238,2018-02-19,675
239,2018-02-16,667
240,2018-02-15,645
241,2018-02-14,651
242,2018-02-13,656
243,2018-02-09,660
244,2018-02-08,694
245,2018-02-07,697
246,2018-02-06,729
247,2018-02-05,776
248,2018-02-02,799
249,2018-02-01,814
250,2018-01-31,800
251,2018-01-30,815
252,2018-01-29,833
253,2018-01-26,829
254,2018-01-25,832
255,2018-01-24,844
256,2018-01-23,860
257,2018-01-22,859
258,2018-01-19,862
259,2018-01-18,837
260,2018-01-17,854
261,2018-01-16,862
262,2018-01-15,855
263,2018-01-12,854
264,2018-01-11,859
265,2018-01-10,867
266,2018-01-09,875
267,2018-01-05,859
268,2018-01-04,844
269,2017-12-29,810
270,2017-12-28,814
271,2017-12-27,819
272,2017-12-26,819
273,2017-12-25,830
274,2017-12-22,830
275,2017-12-21,824
276,2017-12-20,824
277,2017-12-19,807
278,2017-12-18,796
279,2017-12-15,776
280,2017-12-14,784
281,2017-12-13,778
282,2017-12-12,793
283,2017-12-11,790
284,2017-12-08,785
285,2017-12-07,776
286,2017-12-06,776
287,2017-12-05,790
288,2017-12-04,791
289,2017-12-01,794
290,2017-11-30,782
291,2017-11-29,802
292,2017-11-28,795
293,2017-11-27,792
294,2017-11-24,801
295,2017-11-22,805
296,2017-11-21,814
297,2017-11-20,796
298,2017-11-17,804
299,2017-11-16,813
