,date,closing price
0,2019-02-07,1015
1,2019-02-06,1038.5
2,2019-02-05,1043
3,2019-02-04,1046
4,2019-02-01,1034
5,2019-01-31,1045.5
6,2019-01-30,1017
7,2019-01-29,1018
8,2019-01-28,1022
9,2019-01-25,1029
10,2019-01-24,1011
11,2019-01-23,1010
12,2019-01-22,1028
13,2019-01-21,1040
14,2019-01-18,1001
15,2019-01-17,997
16,2019-01-16,990.9
17,2019-01-15,1018
18,2019-01-11,1019.5
19,2019-01-10,1013
20,2019-01-09,1009.5
21,2019-01-08,1008.5
22,2019-01-07,999.4
23,2019-01-04,982.4
24,2018-12-28,981.7
25,2018-12-27,980.4
26,2018-12-26,940.2
27,2018-12-25,938.2
28,2018-12-21,988.9
29,2018-12-20,1001.5
30,2018-12-19,1006
31,2018-12-18,1084
32,2018-12-17,1116
33,2018-12-14,1135
34,2018-12-13,1183.5
35,2018-12-12,1175
36,2018-12-11,1151
37,2018-12-10,1193.5
38,2018-12-07,1181.5
39,2018-12-06,1195
40,2018-12-05,1205.5
41,2018-12-04,1217
42,2018-12-03,1236
43,2018-11-30,1205
44,2018-11-29,1170
45,2018-11-28,1186.5
46,2018-11-27,1183
47,2018-11-26,1158
48,2018-11-22,1187
49,2018-11-21,1218
50,2018-11-20,1259
51,2018-11-19,1291.5
52,2018-11-16,1263.5
53,2018-11-15,1229
54,2018-11-14,1237.5
55,2018-11-13,1261
56,2018-11-12,1300
57,2018-11-09,1286.5
58,2018-11-08,1339
59,2018-11-07,1259.5
60,2018-11-06,1290.5
61,2018-11-05,1269
62,2018-11-02,1284
63,2018-11-01,1289.5
64,2018-10-31,1299.5
65,2018-10-30,1283
66,2018-10-29,1326
67,2018-10-26,1320.5
68,2018-10-25,1318.5
69,2018-10-24,1333.5
70,2018-10-23,1379
71,2018-10-22,1424
72,2018-10-19,1404.5
73,2018-10-18,1404.5
74,2018-10-17,1438
75,2018-10-16,1434
76,2018-10-15,1381
77,2018-10-12,1346.5
78,2018-10-11,1352
