,date,closing price
0,2019-02-07,864
1,2019-02-06,875
2,2019-02-05,877
3,2019-02-04,880
4,2019-02-01,863
5,2019-01-31,912
6,2019-01-30,898
7,2019-01-29,904
8,2019-01-28,904
9,2019-01-25,917
10,2019-01-24,901
11,2019-01-23,896
12,2019-01-22,894
13,2019-01-21,903
14,2019-01-18,889
15,2019-01-17,884
16,2019-01-16,871
17,2019-01-15,889
18,2019-01-11,880
19,2019-01-10,870
20,2019-01-09,884
21,2019-01-08,875
22,2019-01-07,859
23,2019-01-04,865
24,2018-12-28,861
25,2018-12-27,865
26,2018-12-26,838
27,2018-12-25,829
28,2018-12-21,856
29,2018-12-20,876
30,2018-12-19,902
31,2018-12-18,918
32,2018-12-17,928
33,2018-12-14,926
34,2018-12-13,946
35,2018-12-12,934
36,2018-12-11,922
37,2018-12-10,942
38,2018-12-07,957
39,2018-12-06,957
40,2018-12-05,974
41,2018-12-04,999
42,2018-12-03,1035
43,2018-11-30,1019
44,2018-11-29,1032
45,2018-11-28,1014
46,2018-11-27,1012
47,2018-11-26,990
48,2018-11-22,991
49,2018-11-21,986
50,2018-11-20,1001
51,2018-11-19,992
52,2018-11-16,1064
53,2018-11-15,1062
54,2018-11-14,1057
55,2018-11-13,1056
56,2018-11-12,1078
57,2018-11-09,1096
58,2018-11-08,1070
59,2018-11-07,1030
60,2018-11-06,1013
61,2018-11-05,994
62,2018-11-02,995
63,2018-11-01,1005
64,2018-10-31,991
65,2018-10-30,990
66,2018-10-29,954
67,2018-10-26,955
68,2018-10-25,946
69,2018-10-24,973
70,2018-10-23,979
71,2018-10-22,1006
72,2018-10-19,1003
73,2018-10-18,1011
74,2018-10-17,1016
75,2018-10-16,997
76,2018-10-15,984
77,2018-10-12,1000
78,2018-10-11,1010
79,2018-10-10,1051
80,2018-10-09,1031
81,2018-10-05,1057
82,2018-10-04,1028
83,2018-10-03,1012
84,2018-10-02,1027
85,2018-10-01,1022
86,2018-09-28,1020
87,2018-09-27,1015
88,2018-09-26,1022
89,2018-09-25,1024
90,2018-09-21,1020
91,2018-09-20,989
92,2018-09-19,968
93,2018-09-18,950
94,2018-09-14,919
95,2018-09-13,907
96,2018-09-12,902
97,2018-09-11,930
98,2018-09-10,928
99,2018-09-07,915
100,2018-09-06,936
101,2018-09-05,942
102,2018-09-04,948
103,2018-09-03,956
104,2018-08-31,982
105,2018-08-30,983
106,2018-08-29,984
107,2018-08-28,960
108,2018-08-27,966
109,2018-08-24,957
110,2018-08-23,951
111,2018-08-22,957
112,2018-08-21,973
113,2018-08-20,975
114,2018-08-17,980
115,2018-08-16,967
116,2018-08-15,965
117,2018-08-14,976
118,2018-08-13,965
119,2018-08-10,1007
120,2018-08-09,1008
121,2018-08-08,1015
122,2018-08-07,1020
123,2018-08-06,1026
124,2018-08-03,1051
125,2018-08-02,1076
126,2018-08-01,1078
127,2018-07-31,1032
128,2018-07-30,1072
129,2018-07-27,1054
130,2018-07-26,1042
131,2018-07-25,1030
132,2018-07-24,1029
133,2018-07-23,1026
134,2018-07-20,978
135,2018-07-19,975
136,2018-07-18,965
137,2018-07-17,969
138,2018-07-13,961
139,2018-07-12,968
140,2018-07-11,968
141,2018-07-10,978
142,2018-07-09,965
143,2018-07-06,956
144,2018-07-05,956
145,2018-07-04,971
146,2018-07-03,975
147,2018-07-02,972
148,2018-06-29,1001
149,2018-06-28,994
150,2018-06-27,1003
151,2018-06-26,1025
152,2018-06-25,1011
153,2018-06-22,1017
154,2018-06-21,1019
155,2018-06-20,1054
156,2018-06-19,1061
157,2018-06-18,1074
158,2018-06-15,1097
159,2018-06-14,1099
160,2018-06-13,1096
161,2018-06-12,1095
162,2018-06-11,1091
163,2018-06-08,1095
164,2018-06-07,1108
165,2018-06-06,1093
166,2018-06-05,1095
167,2018-06-04,1082
168,2018-06-01,1052
169,2018-05-31,1051
170,2018-05-30,1034
171,2018-05-29,1056
172,2018-05-28,1066
173,2018-05-25,1061
174,2018-05-24,1071
175,2018-05-23,1100
176,2018-05-22,1118
177,2018-05-21,1121
178,2018-05-18,1141
179,2018-05-17,1141
180,2018-05-16,1124
181,2018-05-15,1126
182,2018-05-14,1121
183,2018-05-11,1130
184,2018-05-10,1127
185,2018-05-09,1103
186,2018-05-08,1106
187,2018-05-07,1095
188,2018-05-02,1103
189,2018-05-01,1091
190,2018-04-27,1112
191,2018-04-26,1104
192,2018-04-25,1104
193,2018-04-24,1097
194,2018-04-23,1080
195,2018-04-20,1061
196,2018-04-19,1043
197,2018-04-18,1044
198,2018-04-17,1047
199,2018-04-16,1060
200,2018-04-13,1047
201,2018-04-12,1034
202,2018-04-11,1036
203,2018-04-10,1031
204,2018-04-09,1027
205,2018-04-06,1018
206,2018-04-05,1012
207,2018-04-04,985
208,2018-04-03,987
209,2018-04-02,990
210,2018-03-30,1006
211,2018-03-29,1010
212,2018-03-28,1001
213,2018-03-27,1009
214,2018-03-26,980
215,2018-03-23,983
216,2018-03-22,1030
217,2018-03-20,1021
218,2018-03-19,1017
219,2018-03-16,1020
220,2018-03-15,1033
221,2018-03-14,1038
222,2018-03-13,1048
223,2018-03-12,1053
224,2018-03-09,1028
225,2018-03-08,1044
226,2018-03-07,1031
227,2018-03-06,1048
228,2018-03-05,1023
229,2018-03-02,1029
230,2018-03-01,1051
231,2018-02-28,1087
232,2018-02-27,1114
233,2018-02-26,1114
234,2018-02-23,1101
235,2018-02-22,1093
236,2018-02-21,1094
237,2018-02-20,1106
238,2018-02-19,1129
239,2018-02-16,1099
240,2018-02-15,1086
241,2018-02-14,1072
242,2018-02-13,1075
243,2018-02-09,1092
244,2018-02-08,1127
245,2018-02-07,1124
246,2018-02-06,1128
247,2018-02-05,1196
248,2018-02-02,1225
249,2018-02-01,1218
250,2018-01-31,1161
251,2018-01-30,1168
252,2018-01-29,1177
253,2018-01-26,1176
254,2018-01-25,1189
255,2018-01-24,1205
256,2018-01-23,1210
257,2018-01-22,1180
258,2018-01-19,1174
259,2018-01-18,1176
260,2018-01-17,1203
261,2018-01-16,1215
262,2018-01-15,1235
263,2018-01-12,1219
264,2018-01-11,1233
265,2018-01-10,1237
266,2018-01-09,1237
267,2018-01-05,1226
268,2018-01-04,1208
269,2017-12-29,1164
270,2017-12-28,1154
271,2017-12-27,1168
272,2017-12-26,1166
273,2017-12-25,1163
274,2017-12-22,1189
275,2017-12-21,1187
276,2017-12-20,1196
277,2017-12-19,1177
278,2017-12-18,1178
279,2017-12-15,1145
280,2017-12-14,1159
281,2017-12-13,1174
282,2017-12-12,1147
283,2017-12-11,1118
284,2017-12-08,1105
285,2017-12-07,1093
286,2017-12-06,1096
287,2017-12-05,1119
288,2017-12-04,1112
289,2017-12-01,1116
290,2017-11-30,1108
291,2017-11-29,1056
292,2017-11-28,1033
293,2017-11-27,1035
294,2017-11-24,1037
295,2017-11-22,1046
296,2017-11-21,1044
297,2017-11-20,1033
298,2017-11-17,1048
299,2017-11-16,1037
