,date,closing price
0,2019-02-07,1390.5
1,2019-02-06,1385.5
2,2019-02-05,1387.5
3,2019-02-04,1406.5
4,2019-02-01,1372.5
5,2019-01-31,1365.5
6,2019-01-30,1353.5
7,2019-01-29,1356.5
8,2019-01-28,1378
9,2019-01-25,1373
10,2019-01-24,1356.5
11,2019-01-23,1334.5
12,2019-01-22,1339.5
13,2019-01-21,1354
14,2019-01-18,1336.5
15,2019-01-17,1294.5
16,2019-01-16,1304.5
17,2019-01-15,1286
18,2019-01-11,1250
19,2019-01-10,1240.5
20,2019-01-09,1240.5
21,2019-01-08,1225.5
22,2019-01-07,1218.5
23,2019-01-04,1176
24,2018-12-28,1216.5
25,2018-12-27,1224.5
26,2018-12-26,1175
27,2018-12-25,1151
28,2018-12-21,1224.5
29,2018-12-20,1234.5
30,2018-12-19,1282
31,2018-12-18,1282.5
32,2018-12-17,1306
33,2018-12-14,1292.5
34,2018-12-13,1329.5
35,2018-12-12,1338.5
36,2018-12-11,1305
37,2018-12-10,1343.5
38,2018-12-07,1367
39,2018-12-06,1366.5
40,2018-12-05,1423.5
41,2018-12-04,1447.5
42,2018-12-03,1495.5
43,2018-11-30,1498
44,2018-11-29,1481
45,2018-11-28,1472.5
46,2018-11-27,1453.5
47,2018-11-26,1432.5
48,2018-11-22,1407.5
49,2018-11-21,1419.5
50,2018-11-20,1458.5
51,2018-11-19,1484
52,2018-11-16,1440
53,2018-11-15,1451.5
54,2018-11-14,1469
55,2018-11-13,1444
56,2018-11-12,1464.5
57,2018-11-09,1454
58,2018-11-08,1475.5
59,2018-11-07,1442.5
60,2018-11-06,1473.5
61,2018-11-05,1491
62,2018-11-02,1506.5
63,2018-11-01,1446
64,2018-10-31,1433.5
65,2018-10-30,1376
66,2018-10-29,1315.5
67,2018-10-26,1308.5
68,2018-10-25,1311
69,2018-10-24,1359.5
70,2018-10-23,1371.5
71,2018-10-22,1404
72,2018-10-19,1400
73,2018-10-18,1410
74,2018-10-17,1442.5
75,2018-10-16,1421
76,2018-10-15,1402.5
77,2018-10-12,1429.5
78,2018-10-11,1420
79,2018-10-10,1496.5
80,2018-10-09,1478.5
81,2018-10-05,1532.5
82,2018-10-04,1551.5
83,2018-10-03,1545.5
84,2018-10-02,1581.5
85,2018-10-01,1566
86,2018-09-28,1556.5
87,2018-09-27,1541
88,2018-09-26,1557.5
89,2018-09-25,1553
90,2018-09-21,1563.5
