,date,closing price
0,2019-02-07,5240
1,2019-02-06,5470
2,2019-02-05,4855
3,2019-02-04,4805
4,2019-02-01,4785
5,2019-01-31,4760
6,2019-01-30,4760
7,2019-01-29,4755
8,2019-01-28,4670
9,2019-01-25,4645
10,2019-01-24,4610
11,2019-01-23,4600
12,2019-01-22,4570
13,2019-01-21,4710
14,2019-01-18,4700
15,2019-01-17,4600
16,2019-01-16,4635
17,2019-01-15,4705
18,2019-01-11,4560
19,2019-01-10,4725
20,2019-01-09,4755
21,2019-01-08,4700
22,2019-01-07,4730
23,2019-01-04,4550
24,2018-12-28,4680
25,2018-12-27,4655
26,2018-12-26,4455
27,2018-12-25,4405
28,2018-12-21,4660
29,2018-12-20,4815
30,2018-12-19,5060
31,2018-12-18,5100
32,2018-12-17,5200
33,2018-12-14,5110
34,2018-12-13,5280
35,2018-12-12,5200
36,2018-12-11,4795
37,2018-12-10,4840
38,2018-12-07,4920
39,2018-12-06,4780
40,2018-12-05,4730
41,2018-12-04,4885
42,2018-12-03,5020
43,2018-11-30,4890
44,2018-11-29,4815
45,2018-11-28,4920
46,2018-11-27,5040
47,2018-11-26,4865
48,2018-11-22,4800
49,2018-11-21,4710
50,2018-11-20,4755
51,2018-11-19,4920
52,2018-11-16,4985
53,2018-11-15,5030
54,2018-11-14,4980
55,2018-11-13,4960
56,2018-11-12,5260
57,2018-11-09,5360
58,2018-11-08,5420
59,2018-11-07,5250
60,2018-11-06,5260
61,2018-11-05,5290
62,2018-11-02,5290
63,2018-11-01,5180
64,2018-10-31,4975
65,2018-10-30,4915
66,2018-10-29,4895
67,2018-10-26,4925
68,2018-10-25,5010
69,2018-10-24,5260
70,2018-10-23,5210
71,2018-10-22,5330
72,2018-10-19,5390
73,2018-10-18,5400
74,2018-10-17,5430
75,2018-10-16,5300
76,2018-10-15,5250
77,2018-10-12,5260
78,2018-10-11,5250
79,2018-10-10,5430
80,2018-10-09,5420
81,2018-10-05,5530
82,2018-10-04,5670
83,2018-10-03,5790
84,2018-10-02,5770
85,2018-10-01,5840
86,2018-09-28,6020
87,2018-09-27,5940
88,2018-09-26,5880
89,2018-09-25,5890
90,2018-09-21,5880
91,2018-09-20,5810
92,2018-09-19,5830
93,2018-09-18,5900
94,2018-09-14,5680
95,2018-09-13,5560
96,2018-09-12,5610
97,2018-09-11,5570
98,2018-09-10,5450
99,2018-09-07,5410
100,2018-09-06,5380
101,2018-09-05,5360
102,2018-09-04,5270
103,2018-09-03,5240
104,2018-08-31,5310
105,2018-08-30,5420
106,2018-08-29,5300
107,2018-08-28,5310
108,2018-08-27,5310
109,2018-08-24,5400
110,2018-08-23,5320
111,2018-08-22,5300
112,2018-08-21,5230
113,2018-08-20,5170
114,2018-08-17,5150
115,2018-08-16,5220
116,2018-08-15,5190
117,2018-08-14,5100
118,2018-08-13,5000
119,2018-08-10,5240
120,2018-08-09,5310
121,2018-08-08,5340
122,2018-08-07,5380
123,2018-08-06,5400
124,2018-08-03,5550
125,2018-08-02,5490
126,2018-08-01,5350
127,2018-07-31,5220
128,2018-07-30,5230
129,2018-07-27,5290
130,2018-07-26,5340
131,2018-07-25,5270
132,2018-07-24,5290
133,2018-07-23,5320
134,2018-07-20,5300
135,2018-07-19,5290
136,2018-07-18,5330
137,2018-07-17,5410
138,2018-07-13,5360
139,2018-07-12,5250
140,2018-07-11,5310
141,2018-07-10,5420
142,2018-07-09,5450
143,2018-07-06,5420
144,2018-07-05,5440
145,2018-07-04,5350
146,2018-07-03,5380
147,2018-07-02,5570
148,2018-06-29,5760
149,2018-06-28,5690
150,2018-06-27,5740
151,2018-06-26,5730
152,2018-06-25,5730
153,2018-06-22,5770
154,2018-06-21,5930
155,2018-06-20,5870
156,2018-06-19,5810
157,2018-06-18,5920
158,2018-06-15,5940
159,2018-06-14,5920
160,2018-06-13,5990
161,2018-06-12,5950
162,2018-06-11,6030
163,2018-06-08,5980
164,2018-06-07,5960
165,2018-06-06,5940
166,2018-06-05,5880
167,2018-06-04,5780
168,2018-06-01,5650
169,2018-05-31,5680
170,2018-05-30,5630
171,2018-05-29,5730
172,2018-05-28,5720
173,2018-05-25,5830
174,2018-05-24,5770
175,2018-05-23,5710
176,2018-05-22,5730
177,2018-05-21,5810
178,2018-05-18,5790
179,2018-05-17,5870
180,2018-05-16,5840
181,2018-05-15,5830
182,2018-05-14,5860
183,2018-05-11,5790
184,2018-05-10,5850
185,2018-05-09,5770
186,2018-05-08,5720
187,2018-05-07,5670
188,2018-05-02,5380
189,2018-05-01,5230
190,2018-04-27,5290
191,2018-04-26,5210
192,2018-04-25,5210
193,2018-04-24,5190
194,2018-04-23,4975
195,2018-04-20,4930
196,2018-04-19,4850
197,2018-04-18,4905
198,2018-04-17,4865
199,2018-04-16,4890
200,2018-04-13,4880
201,2018-04-12,4910
202,2018-04-11,4875
203,2018-04-10,5070
204,2018-04-09,4985
205,2018-04-06,4815
206,2018-04-05,4810
207,2018-04-04,4650
208,2018-04-03,4590
209,2018-04-02,4645
210,2018-03-30,4675
211,2018-03-29,4605
212,2018-03-28,4490
213,2018-03-27,4600
214,2018-03-26,4495
215,2018-03-23,4530
216,2018-03-22,4765
217,2018-03-20,4615
218,2018-03-19,4665
219,2018-03-16,4690
220,2018-03-15,4750
221,2018-03-14,4730
222,2018-03-13,4780
223,2018-03-12,4735
224,2018-03-09,4750
225,2018-03-08,4795
226,2018-03-07,4890
227,2018-03-06,4830
228,2018-03-05,4685
229,2018-03-02,4715
230,2018-03-01,4790
231,2018-02-28,4730
232,2018-02-27,4685
233,2018-02-26,4755
234,2018-02-23,4750
235,2018-02-22,4695
236,2018-02-21,4715
237,2018-02-20,4725
238,2018-02-19,4695
239,2018-02-16,4480
240,2018-02-15,4370
241,2018-02-14,4265
242,2018-02-13,4265
243,2018-02-09,4185
244,2018-02-08,4355
245,2018-02-07,4280
246,2018-02-06,4250
247,2018-02-05,4360
248,2018-02-02,4510
249,2018-02-01,4565
250,2018-01-31,4495
251,2018-01-30,4580
252,2018-01-29,4665
253,2018-01-26,4770
254,2018-01-25,4635
255,2018-01-24,4660
256,2018-01-23,4665
257,2018-01-22,4500
258,2018-01-19,4490
259,2018-01-18,4640
260,2018-01-17,4640
261,2018-01-16,4585
262,2018-01-15,4530
263,2018-01-12,4540
264,2018-01-11,4540
265,2018-01-10,4520
266,2018-01-09,4465
267,2018-01-05,4380
268,2018-01-04,4320
269,2017-12-29,4160
270,2017-12-28,4135
271,2017-12-27,4100
272,2017-12-26,4070
273,2017-12-25,4090
274,2017-12-22,4120
275,2017-12-21,4090
276,2017-12-20,4100
277,2017-12-19,4095
278,2017-12-18,4090
279,2017-12-15,4045
280,2017-12-14,4050
281,2017-12-13,4080
