,銘柄番号,企業名,時期,売上高,営業利益,経常利益,純利益,1株益,1株配
2159,"9613
",ＮＴＴデータ,会19.3予,--,--,--,--,--,--
2160,"9681
",東京ドーム,連14.1*,"83,562","11,724","9,318","8,077",84.7,10
2161,"9681
",東京ドーム,連15.1*,"83,215","11,270","9,136","7,441",78.1,12
2162,"9681
",東京ドーム,連16.1*,"85,875","12,737","10,636","4,559",47.8,12
2163,"9681
",東京ドーム,連17.1,"87,761","12,589","10,771","6,635",69.6,14
2164,"9681
",東京ドーム,連18.1,"83,686","11,389","10,057","8,116",85.2,19
2165,"9681
",東京ドーム,連19.1予,--,--,--,--,--,--
2166,"9681
",東京ドーム,連20.1予,--,--,--,--,--,--
2167,"9681
",東京ドーム,中18.7,"41,833","5,929","5,371","4,171",43.8,0
2168,"9681
",東京ドーム,中19.7予,--,--,--,--,--,--
2169,"9681
",東京ドーム,会19.1予,--,--,--,--,--,--
2170,"9735
",セコム,連14.3,"822,228","120,018","126,677","69,876",320.1,115
2171,"9735
",セコム,連15.3,"840,722","123,615","136,688","75,392",345.4,125
2172,"9735
",セコム,連16.3,"881,028","128,582","134,826","77,039",353.0,135
2173,"9735
",セコム,連17.3,"928,098","131,050","147,033","84,170",385.6,145
2174,"9735
",セコム,連18.3,"970,624","135,448","144,318","86,993",398.6,155
2175,"9735
",セコム,連19.3予,--,--,--,--,--,--
2176,"9735
",セコム,連20.3予,--,--,--,--,--,--
2177,"9735
",セコム,中18.9,"470,983","54,902","67,458","44,575",204.2,80
2178,"9735
",セコム,中19.9予,--,--,--,--,--,--
2179,"9735
",セコム,会19.3予,--,--,--,--,--,--
2180,"9766
",コナミホールディングス,◎14.3,"217,595","7,696","9,228","3,834",27.7,34
2181,"9766
",コナミホールディングス,◇15.3,"218,157","15,305","16,960","9,918",71.6,21
2182,"9766
",コナミホールディングス,◇16.3,"249,902","24,679","23,768","10,516",76.4,23
2183,"9766
",コナミホールディングス,◇17.3,"229,922","36,359","35,521","25,951",191.9,58
2184,"9766
",コナミホールディングス,◇18.3,"239,497","45,181","44,709","30,507",225.6,68
2185,"9766
",コナミホールディングス,◇19.3予,--,--,--,--,--,--
2186,"9766
",コナミホールディングス,◇20.3予,--,--,--,--,--,--
2187,"9766
",コナミホールディングス,中18.9,"122,168","25,027","24,948","17,196",127.2,60.5記
2188,"9766
",コナミホールディングス,中19.9予,--,--,--,--,--,--
2189,"9766
",コナミホールディングス,会19.3予,--,--,--,--,--,--
2190,"9983
",ファーストリテイリング,◇14.8,"1,382,935","130,402","135,470","74,546",731.5,300
2191,"9983
",ファーストリテイリング,◇15.8,"1,681,781","164,463","180,676","110,027","1,079",350
2192,"9983
",ファーストリテイリング,◇16.8,"1,786,473","127,292","90,237","48,052",471.3,350
2193,"9983
",ファーストリテイリング,◇17.8,"1,861,917","176,414","193,398","119,280","1,170",350
2194,"9983
",ファーストリテイリング,◇18.8,"2,130,060","236,212","242,678","154,811","1,518",440
2195,"9983
",ファーストリテイリング,◇19.8予,--,--,--,--,--,--
2196,"9983
",ファーストリテイリング,◇20.8予,--,--,--,--,--,--
2197,"9983
",ファーストリテイリング,中18.2,"1,186,765","170,492","165,196","104,150","1,021",200
2198,"9983
",ファーストリテイリング,中19.2予,--,--,--,--,--,--
2199,"9983
",ファーストリテイリング,会19.8予,--,--,--,--,--,--
2200,"9984
",ソフトバンクグループ,◇13.3,"3,202,536","799,399","715,504","372,481",332.5,40
2201,"9984
",ソフトバンクグループ,◇14.3,"6,666,651","1,085,362","932,367","527,035",442.6,40
2202,"9984
",ソフトバンクグループ,◇15.3,"8,670,221","982,703","1,277,045","668,361",562.2,40
2203,"9984
",ソフトバンクグループ,◇16.3,"9,153,549","999,488","1,005,764","474,172",402.5,41
2204,"9984
",ソフトバンクグループ,◇17.3,"8,901,004","1,025,999","712,526","1,426,308","1,287",44
2205,"9984
",ソフトバンクグループ,◇18.3,"9,158,765","1,303,801","384,630","1,038,977",933.5,44
2206,"9984
",ソフトバンクグループ,◇19.3予,--,--,--,--,--,--
2207,"9984
",ソフトバンクグループ,◇20.3予,--,--,--,--,--,--
2208,"9984
",ソフトバンクグループ,中18.9,"4,653,853","1,420,716","1,402,089","840,103",756.2,22
2209,"9984
",ソフトバンクグループ,中19.9予,--,--,--,--,--,--
