,銘柄番号,企業名,時期,売上高,営業利益,経常利益,純利益,1株益,1株配
0,"1332
",日本水産,連14.3,"604,249","13,931","12,360","3,998",14.5,0
1,"1332
",日本水産,連15.3,"638,435","18,110","21,392","10,558",38.2,3
2,"1332
",日本水産,連16.3,"637,164","19,442","20,696","12,307",44.6,5
3,"1332
",日本水産,連17.3,"635,953","22,646","24,884","14,216",48.0,6
4,"1332
",日本水産,連18.3,"683,008","23,489","24,840","17,334",55.7,8
5,"1332
",日本水産,連19.3予,--,--,--,--,--,--
6,"1332
",日本水産,連20.3予,--,--,--,--,--,--
7,"1332
",日本水産,中18.9,"350,483","10,560","11,952","6,919",22.2,4
8,"1332
",日本水産,中19.9予,--,--,--,--,--,--
9,"1332
",日本水産,会19.3予,--,--,--,--,--,--
10,"1333
",マルハニチロ,連15.3,"863,784","8,686","11,834","7,219",145.5,30
11,"1333
",マルハニチロ,連16.3,"884,811","16,972","17,124","4,097",77.8,30
12,"1333
",マルハニチロ,連17.3,"873,295","26,308","27,874","15,446",293.4,45記
13,"1333
",マルハニチロ,連18.3,"918,820","24,497","27,917","16,102",306.0,40
14,"1333
",マルハニチロ,連19.3予,--,--,--,--,--,--
15,"1333
",マルハニチロ,連20.3予,--,--,--,--,--,--
16,"1333
",マルハニチロ,中18.9,"448,549","10,215","11,897","8,761",166.5,0
17,"1333
",マルハニチロ,中19.9予,--,--,--,--,--,--
18,"1333
",マルハニチロ,会19.3予,--,--,--,--,--,--
19,"1605
",国際石油開発帝石,連14.3*,"1,334,625","733,610","750,077","183,690",125.8,18
20,"1605
",国際石油開発帝石,連15.3,"1,171,226","534,886","575,155","77,820",53.3,18
21,"1605
",国際石油開発帝石,連16.3,"1,009,564","390,139","374,771","16,777",11.5,18
22,"1605
",国際石油開発帝石,連17.3,"874,423","336,452","333,891","46,168",31.6,18
23,"1605
",国際石油開発帝石,連18.3,"933,701","357,363","387,269","40,362",27.6,18
24,"1605
",国際石油開発帝石,連19.3予,--,--,--,--,--,--
25,"1605
",国際石油開発帝石,連20.3予,--,--,--,--,--,--
26,"1605
",国際石油開発帝石,中18.9,"438,205","226,434","246,977","34,034",23.3,9
27,"1605
",国際石油開発帝石,中19.9予,--,--,--,--,--,--
28,"1605
",国際石油開発帝石,会19.3予,--,--,--,--,--,--
29,"1721
",コムシスホールディングス,連14.3,"331,341","27,570","28,078","16,389",136.1,25記
30,"1721
",コムシスホールディングス,連15.3,"328,631","27,674","28,121","16,767",142.7,30
31,"1721
",コムシスホールディングス,連16.3,"320,654","23,849","24,223","15,420",136.8,35
32,"1721
",コムシスホールディングス,連17.3,"334,163","25,036","25,341","14,485",130.0,40
33,"1721
",コムシスホールディングス,連18.3,"380,024","30,347","30,706","20,390",178.6,50
34,"1721
",コムシスホールディングス,連19.3予,--,--,--,--,--,--
35,"1721
",コムシスホールディングス,連20.3予,--,--,--,--,--,--
36,"1721
",コムシスホールディングス,中18.9,"177,854","10,974","11,232","7,129",62.5,30
37,"1721
",コムシスホールディングス,中19.9予,--,--,--,--,--,--
38,"1721
",コムシスホールディングス,会19.3予,--,--,--,--,--,--
39,"1801
",大成建設,連14.3*,"1,533,473","53,773","56,756","32,089",140.9,30
40,"1801
",大成建設,連15.3*,"1,573,270","70,417","74,467","38,177",167.6,40
41,"1801
",大成建設,連16.3*,"1,545,889","117,468","117,703","77,045",329.3,80
42,"1801
",大成建設,連17.3*,"1,487,252","140,822","144,591","90,566",392.9,100
43,"1801
",大成建設,連18.3*,"1,585,497","181,859","185,349","126,788",561.4,125
44,"1801
",大成建設,連19.3予,--,--,--,--,--,--
45,"1801
",大成建設,連20.3予,--,--,--,--,--,--
46,"1801
",大成建設,中18.9,"704,651","48,002","50,263","35,226",158.9,60
47,"1801
",大成建設,中19.9予,--,--,--,--,--,--
48,"1801
",大成建設,会19.3予,--,--,--,--,--,--
49,"1802
",大林組,連14.3,"1,612,756","31,991","40,135","21,627",30.1,8
50,"1802
",大林組,連15.3,"1,773,981","48,388","59,913","28,695",40.0,10
51,"1802
",大林組,連16.3,"1,777,834","106,380","111,208","63,437",88.4,18
52,"1802
",大林組,連17.3,"1,872,721","133,742","140,106","94,501",131.7,28
53,"1802
",大林組,連18.3,"1,900,655","137,800","143,951","92,662",129.1,28
54,"1802
",大林組,連19.3予,--,--,--,--,--,--
55,"1802
",大林組,連20.3予,--,--,--,--,--,--
56,"1802
",大林組,中18.9,"937,138","65,028","69,742","48,827",68.0,14
57,"1802
",大林組,中19.9予,--,--,--,--,--,--
58,"1802
",大林組,会19.3予,--,--,--,--,--,--
59,"1803
",清水建設,連14.3,"1,497,578","26,054","29,277","14,191",18.1,7
60,"1803
",清水建設,連15.3,"1,567,843","50,032","56,246","33,397",42.6,8
61,"1803
",清水建設,連16.3,"1,664,933","94,668","95,501","59,322",75.6,16特
62,"1803
",清水建設,連17.3,"1,567,427","128,835","131,197","98,946",126.1,26特
63,"1803
",清水建設,連18.3,"1,519,435","121,373","124,130","84,978",108.3,26特
64,"1803
",清水建設,連19.3予,--,--,--,--,--,--
65,"1803
",清水建設,連20.3予,--,--,--,--,--,--
66,"1803
",清水建設,中18.9,"729,675","49,306","51,946","36,561",46.6,13特
67,"1803
",清水建設,中19.9予,--,--,--,--,--,--
68,"1803
",清水建設,会19.3予,--,--,--,--,--,--
69,"1808
",長谷工コーポレーション,連14.3,"587,571","28,838","25,405","24,830",81.4,3
70,"1808
",長谷工コーポレーション,連15.3,"642,167","42,698","41,889","28,542",94.6,10
71,"1808
",長谷工コーポレーション,連16.3,"787,354","68,762","67,327","51,226",170.4,15
72,"1808
",長谷工コーポレーション,連17.3,"772,328","89,032","88,827","58,762",195.5,30特記
73,"1808
",長谷工コーポレーション,連18.3,"813,276","100,805","100,497","72,289",242.0,50特
74,"1808
",長谷工コーポレーション,連19.3予,--,--,--,--,--,--
75,"1808
",長谷工コーポレーション,連20.3予,--,--,--,--,--,--
76,"1808
",長谷工コーポレーション,中18.9,"441,090","46,116","46,372","46,376",156.0,10
77,"1808
",長谷工コーポレーション,中19.9予,--,--,--,--,--,--
78,"1808
",長谷工コーポレーション,会19.3予,--,--,--,--,--,--
79,"1812
",鹿島,連14.3*,"1,521,191","23,007","27,006","20,752",40.0,10
80,"1812
",鹿島,連15.3*,"1,693,658","12,665","21,365","15,139",29.2,10
81,"1812
",鹿島,連16.3*,"1,742,700","111,079","113,376","72,323",139.3,24
82,"1812
",鹿島,連17.3*,"1,821,805","155,392","163,438","104,857",202.0,40
83,"1812
",鹿島,連18.3*,"1,830,625","158,373","179,716","126,778",244.3,48
84,"1812
",鹿島,連19.3*予,--,--,--,--,--,--
85,"1812
",鹿島,連20.3予,--,--,--,--,--,--
86,"1812
",鹿島,中18.9*,"897,767","60,632","72,125","54,523",105.1,24
87,"1812
",鹿島,中19.9予,--,--,--,--,--,--
88,"1812
",鹿島,会19.3予,--,--,--,--,--,--
89,"1925
",大和ハウス工業,連14.3,"2,700,318","163,576","176,366","102,095",161.1,50
90,"1925
",大和ハウス工業,連15.3,"2,810,714","180,352","202,628","117,133",177.7,60
91,"1925
",大和ハウス工業,連16.3,"3,192,900","243,100","233,592","103,577",156.4,80記
92,"1925
",大和ハウス工業,連17.3,"3,512,909","310,092","300,529","201,700",304.1,92
93,"1925
",大和ハウス工業,連18.3,"3,795,992","347,141","344,593","236,357",355.9,107
94,"1925
",大和ハウス工業,連19.3予,--,--,--,--,--,--
95,"1925
",大和ハウス工業,連20.3予,--,--,--,--,--,--
96,"1925
",大和ハウス工業,中18.9,"1,983,326","189,586","191,741","131,481",197.7,50
97,"1925
",大和ハウス工業,中19.9予,--,--,--,--,--,--
98,"1925
",大和ハウス工業,会19.3予,--,--,--,--,--,--
99,"1928
",積水ハウス,連14.1,"1,805,102","131,930","137,794","79,801",118.6,43
100,"1928
",積水ハウス,連15.1,"1,912,721","146,595","156,426","90,224",130.9,50
101,"1928
",積水ハウス,連16.1,"1,858,879","149,645","160,589","84,302",120.2,54
102,"1928
",積水ハウス,連17.1,"2,026,931","184,164","190,989","121,853",175.5,64
103,"1928
",積水ハウス,連18.1,"2,159,363","195,540","203,678","133,224",193.1,77
104,"1928
",積水ハウス,連19.1予,--,--,--,--,--,--
105,"1928
",積水ハウス,連20.1予,--,--,--,--,--,--
106,"1928
",積水ハウス,中18.7,"1,002,621","78,649","82,598","57,847",83.8,39
107,"1928
",積水ハウス,中19.7予,--,--,--,--,--,--
108,"1928
",積水ハウス,会19.1予,--,--,--,--,--,--
109,"1963
",日揮,連14.3,"675,821","68,253","83,675","47,178",186.9,46.5
110,"1963
",日揮,連15.3,"799,076","29,740","44,867","20,628",81.7,21
111,"1963
",日揮,連16.3,"879,954","49,661","52,047","42,793",169.6,42.5
112,"1963
",日揮,連17.3,"693,152","-21,496","-15,215","-22,057",-87.4,30
113,"1963
",日揮,連18.3,"722,987","21,495","24,927","16,589",65.8,25
114,"1963
",日揮,連19.3予,--,--,--,--,--,--
115,"1963
",日揮,連20.3予,--,--,--,--,--,--
116,"1963
",日揮,中18.9,"278,321","10,311","15,959","7,050",28.0,0
117,"1963
",日揮,中19.9予,--,--,--,--,--,--
118,"1963
",日揮,会19.3予,--,--,--,--,--,--
119,"2002
",日清製粉グループ本社,連14.3*,"495,930","22,274","25,579","15,098",50.2,17.4
120,"2002
",日清製粉グループ本社,連15.3*,"526,144","20,476","25,544","16,036",53.3,21.1
121,"2002
",日清製粉グループ本社,連16.3,"556,701","23,769","28,099","17,561",58.3,24
122,"2002
",日清製粉グループ本社,連17.3,"532,040","25,511","30,329","19,466",64.5,26
123,"2002
",日清製粉グループ本社,連18.3,"540,094","27,200","31,800","21,339",71.5,29
124,"2002
",日清製粉グループ本社,連19.3予,--,--,--,--,--,--
125,"2002
",日清製粉グループ本社,連20.3予,--,--,--,--,--,--
126,"2002
",日清製粉グループ本社,中18.9,"284,289","14,406","16,809","11,108",37.4,16
127,"2002
",日清製粉グループ本社,中19.9予,--,--,--,--,--,--
128,"2002
",日清製粉グループ本社,会19.3予,--,--,--,--,--,--
129,"2269
",明治ホールディングス,連14.3*,"1,148,076","36,496","39,089","19,060",129.4,40
130,"2269
",明治ホールディングス,連15.3*,"1,161,152","51,543","53,582","30,891",209.8,50
131,"2269
",明治ホールディングス,連16.3*,"1,223,746","77,781","81,826","62,580",425.1,90
132,"2269
",明治ホールディングス,連17.3,"1,242,480","88,395","88,839","60,786",413.1,110記
133,"2269
",明治ホールディングス,連18.3,"1,240,860","94,673","95,877","61,278",422.2,130
134,"2269
",明治ホールディングス,連19.3予,--,--,--,--,--,--
135,"2269
",明治ホールディングス,連20.3予,--,--,--,--,--,--
136,"2269
",明治ホールディングス,中18.9,"611,971","43,840","43,873","38,316",264.2,65
137,"2269
",明治ホールディングス,中19.9予,--,--,--,--,--,--
138,"2269
",明治ホールディングス,会19.3予,--,--,--,--,--,--
139,"2282
",日本ハム,◎14.3*,"1,122,097","35,700","35,303","24,524",244.2,74
140,"2282
",日本ハム,◎15.3*,"1,212,802","48,444","44,544","31,048",304.9,92
141,"2282
",日本ハム,◎16.3*,"1,240,728","46,340","32,139","21,779",213.8,66
142,"2282
",日本ハム,◎17.3*,"1,202,293","53,802","49,112","35,004",343.5,104
143,"2282
",日本ハム,◎18.3*,"1,269,201","49,218","50,455","37,147",348.5,106
144,"2282
",日本ハム,◇19.3予,--,--,--,--,--,--
145,"2282
",日本ハム,◇20.3予,--,--,--,--,--,--
146,"2282
",日本ハム,中18.9,"618,000","24,139","23,173","16,371",152.3,0
147,"2282
",日本ハム,中19.9予,--,--,--,--,--,--
148,"2282
",日本ハム,会19.3予,--,--,--,--,--,--
149,"2432
",ディー・エヌ・エー,◇14.3,"181,313","53,198","54,920","31,661",242.6,37
150,"2432
",ディー・エヌ・エー,◇15.3,"142,419","24,764","28,443","14,950",115.4,20
151,"2432
",ディー・エヌ・エー,◇16.3,"143,709","19,816","20,853","11,325",78.8,20
152,"2432
",ディー・エヌ・エー,◇17.3,"143,806","23,178","25,628","30,826",212.5,32
153,"2432
",ディー・エヌ・エー,◇18.3,"139,390","27,503","30,390","22,981",158.3,32
154,"2432
",ディー・エヌ・エー,◇19.3予,--,--,--,--,--,--
155,"2432
",ディー・エヌ・エー,◇20.3予,--,--,--,--,--,--
156,"2432
",ディー・エヌ・エー,中18.9,"68,215","10,674","14,145","9,666",66.5,0
157,"2432
",ディー・エヌ・エー,中19.9予,--,--,--,--,--,--
158,"2432
",ディー・エヌ・エー,会19.3予,--,--,--,--,--,--
159,"2501
",サッポロホールディングス,連15.12*,"533,748","13,950","13,211","6,108",78.4,35
160,"2501
",サッポロホールディングス,連16.12,"541,847","20,267","19,202","9,469",121.6,37
161,"2501
",サッポロホールディングス,連17.12,"551,548","17,032","16,410","10,977",140.9,40
162,"2501
",サッポロホールディングス,◇18.12予,--,--,--,--,--,--
163,"2501
",サッポロホールディングス,◇19.12予,--,--,--,--,--,--
164,"2501
",サッポロホールディングス,中18.6,"241,740","-3,043","-3,641","-2,516",-32.3,0
165,"2501
",サッポロホールディングス,中19.6予,--,--,--,--,--,--
166,"2501
",サッポロホールディングス,四17.1-9,"400,845","10,732","10,258","5,424",69.6,
167,"2501
",サッポロホールディングス,四18.1-9,"381,044","6,837","5,712","4,209",54.0,
168,"2501
",サッポロホールディングス,会18.12予,--,--,--,--,--,--
169,"2502
",アサヒグループホールディングス,◇15.12,"1,689,527","96,626","117,563","75,770",164.8,50
170,"2502
",アサヒグループホールディングス,◇16.12,"1,706,901","136,889","150,068","89,221",194.8,54
171,"2502
",アサヒグループホールディングス,◇17.12,"2,084,877","183,192","196,984","141,003",307.8,75
172,"2502
",アサヒグループホールディングス,◇18.12予,--,--,--,--,--,--
173,"2502
",アサヒグループホールディングス,◇19.12予,--,--,--,--,--,--
174,"2502
",アサヒグループホールディングス,中18.6,"1,005,064","87,909","85,275","60,378",131.8,45
175,"2502
",アサヒグループホールディングス,中19.6予,--,--,--,--,--,--
176,"2502
",アサヒグループホールディングス,四17.1-9,"1,521,928","147,154","140,529","98,812",215.7,
177,"2502
",アサヒグループホールディングス,四18.1-9,"1,578,641","165,709","162,047","116,502",254.3,
178,"2502
",アサヒグループホールディングス,会18.12予,--,--,--,--,--,--
179,"2503
",キリンホールディングス,連15.12,"2,196,925","124,751","128,199","-47,329",-51.9,38
180,"2503
",キリンホールディングス,◇16.12,"1,853,937","196,590","208,151","148,918",163.2,39
181,"2503
",キリンホールディングス,◇17.12,"1,863,730","211,066","233,776","242,057",265.2,46
182,"2503
",キリンホールディングス,◇18.12予,--,--,--,--,--,--
183,"2503
",キリンホールディングス,◇19.12予,--,--,--,--,--,--
184,"2503
",キリンホールディングス,中18.6,"918,244","99,619","131,171","86,079",94.8,24
185,"2503
",キリンホールディングス,中19.6予,--,--,--,--,--,--
186,"2503
",キリンホールディングス,四17.1-9,"1,456,994","128,012","133,539","117,657",128.9,
187,"2503
",キリンホールディングス,四18.1-9,"1,420,724","160,056","198,658","128,928",143.3,
188,"2503
",キリンホールディングス,会18.12予,--,--,--,--,--,--
189,"2531
",宝ホールディングス,連14.3,"209,568","9,490","9,909","10,280",50.8,11特
190,"2531
",宝ホールディングス,連15.3,"219,490","11,096","11,827","5,706",28.4,10
191,"2531
",宝ホールディングス,連16.3,"225,364","11,680","12,840","7,055",35.1,12記
192,"2531
",宝ホールディングス,連17.3,"234,193","13,551","14,344","8,480",42.2,13
193,"2531
",宝ホールディングス,連18.3,"268,142","15,612","16,084","11,029",55.0,16
194,"2531
",宝ホールディングス,連19.3予,--,--,--,--,--,--
195,"2531
",宝ホールディングス,連20.3予,--,--,--,--,--,--
196,"2531
",宝ホールディングス,中18.9,"133,987","8,159","8,243","4,578",22.9,0
197,"2531
",宝ホールディングス,中19.9予,--,--,--,--,--,--
198,"2531
",宝ホールディングス,会19.3予,--,--,--,--,--,--
199,"2768
",双日,◇14.3,"1,803,104","23,694","44,033","27,250",21.8,4
200,"2768
",双日,◇15.3,"1,809,701","33,550","52,584","33,075",26.4,6
201,"2768
",双日,◇16.3,"1,658,072","29,242","44,269","36,526",29.2,8
202,"2768
",双日,◇17.3,"1,555,349","51,618","57,955","40,760",32.6,8
203,"2768
",双日,◇18.3,"1,816,459","59,838","80,343","56,842",45.4,11
204,"2768
",双日,◇19.3予,--,--,--,--,--,--
205,"2768
",双日,◇20.3予,--,--,--,--,--,--
206,"2768
",双日,中18.9,"941,783","40,938","51,500","37,147",29.7,7.5
207,"2768
",双日,中19.9予,--,--,--,--,--,--
208,"2768
",双日,会19.3予,--,--,--,--,--,--
209,"2801
",キッコーマン,連14.3,"343,168","23,847","22,682","12,559",62.8,20
210,"2801
",キッコーマン,連15.3,"371,339","25,370","24,364","15,382",78.2,24
211,"2801
",キッコーマン,連16.3,"408,372","32,598","31,029","19,964",102.7,32
212,"2801
",キッコーマン,連17.3,"402,174","32,842","32,037","23,810",123.3,34
213,"2801
",キッコーマン,連18.3,"430,602","36,502","35,985","23,846",123.7,39記
214,"2801
",キッコーマン,連19.3予,--,--,--,--,--,--
215,"2801
",キッコーマン,連20.3予,--,--,--,--,--,--
216,"2801
",キッコーマン,中18.9,"226,099","20,068","19,998","14,333",74.7,20
217,"2801
",キッコーマン,中19.9予,--,--,--,--,--,--
218,"2801
",キッコーマン,会19.3予,--,--,--,--,--,--
219,"2802
",味の素,連14.3,"991,332","62,548","69,541","42,795",69.7,20
220,"2802
",味の素,連15.3,"1,006,630","74,519","82,808","46,495",78.5,24
221,"2802
",味の素,連16.3,"1,185,980","91,045","94,333","63,592",108.1,28
222,"2802
",味の素,◇17.3,"1,091,195","83,617","86,684","53,065",92.8,30
223,"2802
",味の素,◇18.3,"1,150,209","83,320","85,445","60,741",106.8,32
224,"2802
",味の素,◇19.3予,--,--,--,--,--,--
225,"2802
",味の素,◇20.3予,--,--,--,--,--,--
226,"2802
",味の素,中18.9,"546,493","43,666","44,006","26,083",46.7,16
227,"2802
",味の素,中19.9予,--,--,--,--,--,--
228,"2802
",味の素,会19.3予,--,--,--,--,--,--
229,"2871
",ニチレイ,連14.3*,"511,189","15,789","14,443","8,898",62.2,20
230,"2871
",ニチレイ,連15.3*,"545,266","17,615","17,111","9,701",67.9,20
231,"2871
",ニチレイ,連16.3*,"535,351","21,583","21,394","13,471",94.3,24記
232,"2871
",ニチレイ,連17.3*,"539,657","29,309","29,105","18,751",135.1,28
233,"2871
",ニチレイ,連18.3,"568,032","29,897","30,650","19,097",142.2,30
234,"2871
",ニチレイ,連19.3予,--,--,--,--,--,--
235,"2871
",ニチレイ,連20.3予,--,--,--,--,--,--
236,"2871
",ニチレイ,中18.9,"289,017","13,792","14,040","9,421",70.7,16
237,"2871
",ニチレイ,中19.9予,--,--,--,--,--,--
238,"2871
",ニチレイ,会19.3予,--,--,--,--,--,--
239,"2914
",ＪＴ,◇15.12,"2,252,884","565,229","565,113","485,691",270.5,118
240,"2914
",ＪＴ,◇16.12,"2,143,287","593,329","578,237","421,695",235.5,130
241,"2914
",ＪＴ,◇17.12,"2,139,653","561,101","538,532","392,409",219.1,140
242,"2914
",ＪＴ,◇18.12予,--,--,--,--,--,--
243,"2914
",ＪＴ,◇19.12予,--,--,--,--,--,--
244,"2914
",ＪＴ,中18.6,"1,075,271","302,330","290,367","216,093",120.6,75
245,"2914
",ＪＴ,中19.6予,--,--,--,--,--,--
246,"2914
",ＪＴ,四17.1-9,"1,592,899","469,668","453,935","333,698",186.3,
247,"2914
",ＪＴ,四18.1-9,"1,675,819","477,093","449,402","332,686",185.7,
248,"2914
",ＪＴ,会18.12予,--,--,--,--,--,--
249,"3086
",Ｊ．フロント　リテイリング,連14.2*,"1,146,319","41,816","40,502","31,568",119.5,22
250,"3086
",Ｊ．フロント　リテイリング,連15.2*,"1,149,529","42,091","40,404","19,918",75.5,25
251,"3086
",Ｊ．フロント　リテイリング,連16.2,"1,163,564","48,038","47,910","26,313",100.4,27
252,"3086
",Ｊ．フロント　リテイリング,◇17.2,"452,505","41,727","42,608","27,052",103.4,28
253,"3086
",Ｊ．フロント　リテイリング,◇18.2,"469,915","49,546","48,271","28,486",108.9,35記
254,"3086
",Ｊ．フロント　リテイリング,◇19.2予,--,--,--,--,--,--
255,"3086
",Ｊ．フロント　リテイリング,◇20.2予,--,--,--,--,--,--
256,"3086
",Ｊ．フロント　リテイリング,中18.8,"227,206","24,218","25,064","15,910",60.8,17
257,"3086
",Ｊ．フロント　リテイリング,中19.8予,--,--,--,--,--,--
258,"3086
",Ｊ．フロント　リテイリング,会19.2予,--,--,--,--,--,--
259,"3099
",三越伊勢丹ホールディングス,連14.3,"1,321,512","34,646","38,440","21,166",53.7,11
260,"3099
",三越伊勢丹ホールディングス,連15.3,"1,272,130","33,083","34,563","29,886",75.7,11
261,"3099
",三越伊勢丹ホールディングス,連16.3,"1,287,253","33,107","36,704","26,506",67.4,12
262,"3099
",三越伊勢丹ホールディングス,連17.3,"1,253,457","23,935","27,418","14,976",38.3,12
263,"3099
",三越伊勢丹ホールディングス,連18.3,"1,268,865","24,413","27,325",-960,-2.5,12
264,"3099
",三越伊勢丹ホールディングス,連19.3予,--,--,--,--,--,--
265,"3099
",三越伊勢丹ホールディングス,連20.3予,--,--,--,--,--,--
266,"3099
",三越伊勢丹ホールディングス,中18.9,"563,991","10,825","12,282","3,929",10.1,6
267,"3099
",三越伊勢丹ホールディングス,中19.9予,--,--,--,--,--,--
268,"3099
",三越伊勢丹ホールディングス,会19.3予,--,--,--,--,--,--
269,"3101
",東洋紡,連14.3*,"351,577","21,006","18,426","8,154",91.8,35
270,"3101
",東洋紡,連15.3*,"351,279","20,580","16,257","8,117",91.4,35
271,"3101
",東洋紡,連16.3*,"347,763","23,123","20,393","10,150",114.3,35
272,"3101
",東洋紡,連17.3*,"329,487","23,332","20,650","9,444",106.4,35
273,"3101
",東洋紡,連18.3,"331,148","23,923","20,415","13,044",146.9,40
274,"3101
",東洋紡,連19.3予,--,--,--,--,--,--
275,"3101
",東洋紡,連20.3予,--,--,--,--,--,--
276,"3101
",東洋紡,中18.9,"164,728","10,601","8,738","3,918",44.1,0
277,"3101
",東洋紡,中19.9予,--,--,--,--,--,--
278,"3101
",東洋紡,会19.3予,--,--,--,--,--,--
279,"3103
",ユニチカ,連14.3*,"162,686","6,799","4,713",583,10.1,0
280,"3103
",ユニチカ,連15.3*,"159,126","8,916","7,680","-27,033",-468.7,0
281,"3103
",ユニチカ,連16.3*,"146,474","10,450","6,821","6,933",102.9,0
282,"3103
",ユニチカ,連17.3*,"126,219","12,538","10,483","7,389",110.8,0
283,"3103
",ユニチカ,連18.3,"128,388","11,658","9,972","8,081",133.3,0
284,"3103
",ユニチカ,連19.3予,--,--,--,--,--,--
285,"3103
",ユニチカ,連20.3予,--,--,--,--,--,--
286,"3103
",ユニチカ,中18.9,"63,379","4,408","4,257","3,875",63.8,0
287,"3103
",ユニチカ,中19.9予,--,--,--,--,--,--
288,"3103
",ユニチカ,会19.3予,--,--,--,--,--,--
289,"3105
",日清紡ホールディングス,連14.3,"494,350","13,175","22,171","9,011",51.6,15
290,"3105
",日清紡ホールディングス,連15.3,"523,757","13,744","20,650","13,693",80.3,15
291,"3105
",日清紡ホールディングス,連16.3,"533,989","12,617","17,034","10,775",67.9,30
292,"3105
",日清紡ホールディングス,連17.3,"527,274","4,890","10,556","3,574",22.5,30
293,"3105
",日清紡ホールディングス,連18.3,"512,047","15,085","19,700","26,352",160.6,30
294,"3105
",日清紡ホールディングス,連18.12予変,--,--,--,--,--,--
295,"3105
",日清紡ホールディングス,連19.12予,--,--,--,--,--,--
296,"3105
",日清紡ホールディングス,中18.9,"291,000",-868,"1,931",-83,-0.5,15
297,"3105
",日清紡ホールディングス,中19.6予,--,--,--,--,--,--
298,"3105
",日清紡ホールディングス,会18.12予変,--,--,--,--,--,--
299,"3289
",東急不動産ホールディングス,連14.3,"714,067","61,433","50,583","23,712",41.6,4.5
300,"3289
",東急不動産ホールディングス,連15.3,"773,149","63,300","51,675","25,230",41.5,10
301,"3289
",東急不動産ホールディングス,連16.3,"815,479","68,750","56,379","28,718",47.2,12
302,"3289
",東急不動産ホールディングス,連17.3,"808,503","73,227","63,631","31,518",51.8,13
303,"3289
",東急不動産ホールディングス,連18.3,"866,126","77,519","68,691","35,185",57.8,14.5
304,"3289
",東急不動産ホールディングス,連19.3予,--,--,--,--,--,--
305,"3289
",東急不動産ホールディングス,連20.3予,--,--,--,--,--,--
306,"3289
",東急不動産ホールディングス,中18.9,"402,569","32,173","27,758","16,664",27.4,7.5
307,"3289
",東急不動産ホールディングス,中19.9予,--,--,--,--,--,--
308,"3289
",東急不動産ホールディングス,会19.3予,--,--,--,--,--,--
309,"3382
",セブン＆アイ・ホールディングス,連14.2,"5,631,820","339,659","339,083","175,691",198.8,68
310,"3382
",セブン＆アイ・ホールディングス,連15.2,"6,038,948","343,331","341,484","172,979",195.7,73
311,"3382
",セブン＆アイ・ホールディングス,連16.2,"6,045,704","352,320","350,165","160,930",182.0,85記
312,"3382
",セブン＆アイ・ホールディングス,連17.2,"5,835,689","364,573","364,405","96,750",109.4,90
313,"3382
",セブン＆アイ・ホールディングス,連18.2,"6,037,815","391,657","390,746","181,150",204.8,90
314,"3382
",セブン＆アイ・ホールディングス,連19.2予,--,--,--,--,--,--
315,"3382
",セブン＆アイ・ホールディングス,連20.2予,--,--,--,--,--,--
316,"3382
",セブン＆アイ・ホールディングス,中18.8,"3,343,538","199,610","196,890","101,355",114.6,47.5
317,"3382
",セブン＆アイ・ホールディングス,中19.8予,--,--,--,--,--,--
318,"3382
",セブン＆アイ・ホールディングス,会19.2予,--,--,--,--,--,--
319,"3401
",帝人,連14.3*,"784,424","18,078","19,887","8,356",42.5,20
320,"3401
",帝人,連15.3*,"786,171","39,086","42,378","-8,086",-41.2,20
321,"3401
",帝人,連16.3*,"790,748","67,130","60,316","31,090",158.2,35
322,"3401
",帝人,連17.3*,"741,291","56,512","55,933","50,133",254.9,55
323,"3401
",帝人,連18.3,"834,985","69,822","67,820","45,556",231.3,60
324,"3401
",帝人,連19.3予,--,--,--,--,--,--
325,"3401
",帝人,連20.3予,--,--,--,--,--,--
326,"3401
",帝人,中18.9,"439,418","36,200","39,765","33,908",173.3,30
327,"3401
",帝人,中19.9予,--,--,--,--,--,--
328,"3401
",帝人,会19.3予,--,--,--,--,--,--
329,"3402
",東レ,連14.3,"1,837,778","105,253","110,648","59,608",36.6,10
330,"3402
",東レ,連15.3,"2,010,734","123,481","128,572","71,021",44.3,11
331,"3402
",東レ,連16.3,"2,104,430","154,480","150,170","90,132",56.4,13
332,"3402
",東レ,連17.3,"2,026,470","146,893","143,736","99,418",62.2,14
333,"3402
",東レ,連18.3,"2,204,858","156,464","152,305","95,915",60.0,15
334,"3402
",東レ,連19.3予,--,--,--,--,--,--
335,"3402
",東レ,連20.3予,--,--,--,--,--,--
336,"3402
",東レ,中18.9,"1,191,212","77,687","77,395","48,504",30.3,8
337,"3402
",東レ,中19.9予,--,--,--,--,--,--
338,"3402
",東レ,会19.3予,--,--,--,--,--,--
339,"3405
",クラレ,連15.12,"521,721","66,077","64,535","35,749",101.8,40
340,"3405
",クラレ,連16.12,"485,192","67,827","66,181","40,400",115.0,41
341,"3405
",クラレ,連17.12,"518,442","75,117","72,998","53,601",152.4,42
342,"3405
",クラレ,連18.12予,--,--,--,--,--,--
343,"3405
",クラレ,連19.12予,--,--,--,--,--,--
344,"3405
",クラレ,中18.6,"301,382","38,188","36,490","23,822",68.0,20
345,"3405
",クラレ,中19.6予,--,--,--,--,--,--
346,"3405
",クラレ,四17.1-9,"379,663","58,411","57,146","37,512",106.6,
347,"3405
",クラレ,四18.1-9,"449,929","57,177","54,832","35,066",100.3,
