,銘柄番号,企業名,時期,売上高,営業利益,経常利益,純利益,1株益,1株配
0,"1301
",極洋,連14.3*,"202,387","2,915","2,985","2,968",282.6,50
1,"1301
",極洋,連15.3*,"218,350","2,460","2,107","2,433",231.7,50
2,"1301
",極洋,連16.3*,"226,626","2,433","2,814","1,799",171.3,50
3,"1301
",極洋,連17.3,"236,561","3,723","3,709","2,422",230.7,60記
4,"1301
",極洋,連18.3,"254,783","4,066","4,437","3,211",304.3,60
5,"1301
",極洋,連19.3予,--,--,--,--,--,--
6,"1301
",極洋,連20.3予,--,--,--,--,--,--
7,"1301
",極洋,中18.9,"119,202","1,072","1,332",824,76.3,0
8,"1301
",極洋,中19.9予,--,--,--,--,--,--
9,"1301
",極洋,会19.3予,--,--,--,--,--,--
10,"1332
",日本水産,連14.3,"604,249","13,931","12,360","3,998",14.5,0
11,"1332
",日本水産,連15.3,"638,435","18,110","21,392","10,558",38.2,3
12,"1332
",日本水産,連16.3,"637,164","19,442","20,696","12,307",44.6,5
13,"1332
",日本水産,連17.3,"635,953","22,646","24,884","14,216",48.0,6
14,"1332
",日本水産,連18.3,"683,008","23,489","24,840","17,334",55.7,8
15,"1332
",日本水産,連19.3予,--,--,--,--,--,--
16,"1332
",日本水産,連20.3予,--,--,--,--,--,--
17,"1332
",日本水産,中18.9,"350,483","10,560","11,952","6,919",22.2,4
18,"1332
",日本水産,中19.9予,--,--,--,--,--,--
19,"1332
",日本水産,会19.3予,--,--,--,--,--,--
20,"1333
",マルハニチロ,連15.3,"863,784","8,686","11,834","7,219",145.5,30
21,"1333
",マルハニチロ,連16.3,"884,811","16,972","17,124","4,097",77.8,30
22,"1333
",マルハニチロ,連17.3,"873,295","26,308","27,874","15,446",293.4,45記
23,"1333
",マルハニチロ,連18.3,"918,820","24,497","27,917","16,102",306.0,40
24,"1333
",マルハニチロ,連19.3予,--,--,--,--,--,--
25,"1333
",マルハニチロ,連20.3予,--,--,--,--,--,--
26,"1333
",マルハニチロ,中18.9,"448,549","10,215","11,897","8,761",166.5,0
27,"1333
",マルハニチロ,中19.9予,--,--,--,--,--,--
28,"1333
",マルハニチロ,会19.3予,--,--,--,--,--,--
29,"1352
",ホウスイ,連14.3*,"50,486",199,290,125,15.0,20
30,"1352
",ホウスイ,連15.3*,"67,391",236,283,-295,-35.3,20
31,"1352
",ホウスイ,連16.3*,"70,906",523,577,402,48.0,20
32,"1352
",ホウスイ,連17.3*,"73,761",799,850,706,84.3,20
33,"1352
",ホウスイ,連18.3,"73,928",837,887,424,50.7,20
34,"1352
",ホウスイ,連19.3予,--,--,--,--,--,--
35,"1352
",ホウスイ,連20.3予,--,--,--,--,--,--
36,"1352
",ホウスイ,中18.9,"37,240",333,234,68,8.2,0
37,"1352
",ホウスイ,中19.9予,--,--,--,--,--,--
38,"1352
",ホウスイ,会19.3予,--,--,--,--,--,--
39,"1376
",カネコ種苗,連16.5,"58,099","2,144","2,281","1,465",124.8,27記
40,"1376
",カネコ種苗,連17.5,"57,848","2,015","2,116","1,489",126.9,26
41,"1376
",カネコ種苗,連18.5,"59,102","1,747","1,891",978,83.4,26
42,"1376
",カネコ種苗,連19.5予,--,--,--,--,--,--
43,"1376
",カネコ種苗,連20.5予,--,--,--,--,--,--
44,"1376
",カネコ種苗,中17.11,"24,923",278,338,193,16.5,11
45,"1376
",カネコ種苗,中18.11予,--,--,--,--,--,--
46,"1376
",カネコ種苗,四17.6-8,"13,794",345,371,233,19.9,
47,"1376
",カネコ種苗,四18.6-8,"13,598",324,353,236,20.1,
48,"1376
",カネコ種苗,会19.5予,--,--,--,--,--,--
49,"1377
",サカタのタネ,連16.5,"58,773","7,317","7,555","5,215",115.9,25特
50,"1377
",サカタのタネ,連17.5,"61,844","7,702","8,250","6,112",135.8,28特
51,"1377
",サカタのタネ,連18.5,"62,412","7,553","7,880","5,767",128.2,30
52,"1377
",サカタのタネ,連19.5予,--,--,--,--,--,--
53,"1377
",サカタのタネ,連20.5予,--,--,--,--,--,--
54,"1377
",サカタのタネ,中17.11,"29,778","4,393","4,649","3,457",76.8,10
55,"1377
",サカタのタネ,中18.11予,--,--,--,--,--,--
56,"1377
",サカタのタネ,四17.6-8,"16,235","3,923","4,159","2,912",64.7,
57,"1377
",サカタのタネ,四18.6-8,"14,568","2,894","3,241","2,244",49.9,
58,"1377
",サカタのタネ,会19.5予,--,--,--,--,--,--
59,"1379
",ホクト,連14.3,"57,025","4,255","5,484","2,720",85.6,60記
60,"1379
",ホクト,連15.3,"60,949","3,962","5,756","3,696",116.0,59
61,"1379
",ホクト,連16.3,"60,987","3,428","4,074","2,598",81.2,60
62,"1379
",ホクト,連17.3,"63,119","3,430","4,379","2,828",88.2,60
63,"1379
",ホクト,連18.3,"66,907","3,181","4,033","2,418",75.2,60
64,"1379
",ホクト,連19.3予,--,--,--,--,--,--
65,"1379
",ホクト,連20.3予,--,--,--,--,--,--
66,"1379
",ホクト,中18.9,"29,881","-1,990","-1,301","-1,132",-35.3,10
67,"1379
",ホクト,中19.9予,--,--,--,--,--,--
68,"1379
",ホクト,会19.3予,--,--,--,--,--,--
69,"1384
",ホクリヨウ,連14.8*,"13,239",352,413,54,9.4,6.67
70,"1384
",ホクリヨウ,連15.8,"15,591","1,036","1,067",667,100.1,12
71,"1384
",ホクリヨウ,連16.8,"15,682","1,496","1,552",979,128.2,14
72,"1384
",ホクリヨウ,連17.8,"15,982","1,519","1,691","1,420",167.9,15
73,"1384
",ホクリヨウ,連18.3変,"9,119",976,"1,015",646,76.4,15
74,"1384
",ホクリヨウ,連19.3予,--,--,--,--,--,--
75,"1384
",ホクリヨウ,連20.3予,--,--,--,--,--,--
76,"1384
",ホクリヨウ,中18.9,"6,350",221,256,191,22.7,0
77,"1384
",ホクリヨウ,中19.9予,--,--,--,--,--,--
78,"1384
",ホクリヨウ,会19.3予,--,--,--,--,--,--
79,"1414
",ショーボンドホールディングス,連16.6,"52,334","9,303","9,648","6,267",232.9,87
80,"1414
",ショーボンドホールディングス,連17.6,"53,250","10,160","10,516","6,997",260.0,104
81,"1414
",ショーボンドホールディングス,連18.6,"59,682","10,781","11,187","7,301",271.3,125記
82,"1414
",ショーボンドホールディングス,連19.6予,--,--,--,--,--,--
83,"1414
",ショーボンドホールディングス,連20.6予,--,--,--,--,--,--
84,"1414
",ショーボンドホールディングス,中17.12,"27,850","5,263","5,397","3,606",134.0,50
85,"1414
",ショーボンドホールディングス,中18.12予,--,--,--,--,--,--
86,"1414
",ショーボンドホールディングス,四17.7-9,"12,320","2,094","2,138","1,400",52.1,
87,"1414
",ショーボンドホールディングス,四18.7-9,"13,215","2,202","2,247","1,483",55.1,
88,"1414
",ショーボンドホールディングス,会19.6予,--,--,--,--,--,--
89,"1417
",ミライト・ホールディングス,連14.3,"277,720","11,454","12,267","7,186",87.3,20
90,"1417
",ミライト・ホールディングス,連15.3,"283,747","14,139","14,834","11,108",136.6,30
91,"1417
",ミライト・ホールディングス,連16.3,"269,537","6,127","6,735","3,631",44.7,30
92,"1417
",ミライト・ホールディングス,連17.3,"283,236","10,061","10,590","6,437",79.8,30
93,"1417
",ミライト・ホールディングス,連18.3,"312,967","16,715","17,838","11,504",145.4,35
94,"1417
",ミライト・ホールディングス,連19.3予,--,--,--,--,--,--
95,"1417
",ミライト・ホールディングス,連20.3予,--,--,--,--,--,--
96,"1417
",ミライト・ホールディングス,中18.9,"140,358","5,006","5,688","3,600",45.4,20
97,"1417
",ミライト・ホールディングス,中19.9予,--,--,--,--,--,--
98,"1417
",ミライト・ホールディングス,会19.3予,--,--,--,--,--,--
99,"1419
",タマホーム,連16.5,"138,379","1,803","1,016",-446,-14.8,10
100,"1419
",タマホーム,連17.5,"157,001","3,901","3,475",901,30.0,15
101,"1419
",タマホーム,連18.5,"167,915","4,653","4,029","2,047",68.1,30記
102,"1419
",タマホーム,連19.5予,--,--,--,--,--,--
103,"1419
",タマホーム,連20.5予,--,--,--,--,--,--
104,"1419
",タマホーム,中17.11,"72,126",-55,-186,-598,-19.9,0
105,"1419
",タマホーム,中18.11予,--,--,--,--,--,--
106,"1419
",タマホーム,四17.6-8,"25,713","-2,179","-2,307","-1,729",-57.5,
107,"1419
",タマホーム,四18.6-8,"30,034","-1,756","-1,787","-1,062",-35.4,
108,"1419
",タマホーム,会19.5予,--,--,--,--,--,--
109,"1420
",サンヨーホームズ,連14.3,"57,939","2,705","2,479","1,389",110.6,15
110,"1420
",サンヨーホームズ,連15.3,"52,804","1,500","1,410",729,57.8,15
111,"1420
",サンヨーホームズ,連16.3,"47,720",-55,-76,-297,-23.6,15
112,"1420
",サンヨーホームズ,連17.3,"55,504","1,517","1,554",972,77.9,15
113,"1420
",サンヨーホームズ,連18.3,"54,117","1,894","1,911","1,243",100.9,15
114,"1420
",サンヨーホームズ,連19.3予,--,--,--,--,--,--
115,"1420
",サンヨーホームズ,連20.3予,--,--,--,--,--,--
116,"1420
",サンヨーホームズ,中18.9,"20,426",-382,-444,-344,-28.0,0
117,"1420
",サンヨーホームズ,中19.9予,--,--,--,--,--,--
118,"1420
",サンヨーホームズ,会19.3予,--,--,--,--,--,--
119,"1429
",日本アクア,単15.12,"14,406","1,013","1,016",137,4.0,3
120,"1429
",日本アクア,単16.12,"15,608","1,404","1,404",979,27.6,3
121,"1429
",日本アクア,単17.12,"18,052","1,313","1,419",941,27.8,4
122,"1429
",日本アクア,単18.12予,--,--,--,--,--,--
123,"1429
",日本アクア,単19.12予,--,--,--,--,--,--
124,"1429
",日本アクア,中18.6,"8,844",45,42,-5,-0.2,0
125,"1429
",日本アクア,中19.6予,--,--,--,--,--,--
126,"1429
",日本アクア,四17.1-9,"12,989","1,024","1,036",672,19.6,
127,"1429
",日本アクア,四18.1-9,"13,542",195,193,91,2.9,
128,"1429
",日本アクア,会18.12予,--,--,--,--,--,--
129,"1430
",ファーストコーポレーション,単16.5,"16,270","1,601","1,514","1,029",88.5,26
130,"1430
",ファーストコーポレーション,単17.5,"20,948","2,075","2,013","1,413",112.8,37記
131,"1430
",ファーストコーポレーション,単18.5,"20,818","2,246","2,233","1,569",117.6,38
132,"1430
",ファーストコーポレーション,単19.5予,--,--,--,--,--,--
133,"1430
",ファーストコーポレーション,単20.5予,--,--,--,--,--,--
134,"1430
",ファーストコーポレーション,中17.11,"10,211","1,037","1,030",705,52.9,0
135,"1430
",ファーストコーポレーション,中18.11予,--,--,--,--,--,--
136,"1430
",ファーストコーポレーション,四17.6-8,"4,733",410,408,278,20.9,
137,"1430
",ファーストコーポレーション,四18.6-8,"4,553",465,463,317,23.7,
138,"1430
",ファーストコーポレーション,会19.5予,--,--,--,--,--,--
139,"1433
",ベステラ,単14.1*変,"2,056",176,178,110,19.4,0
140,"1433
",ベステラ,単15.1*,"3,060",384,388,219,36.5,0
141,"1433
",ベステラ,単16.1*,"3,846",447,464,292,42.8,15記
142,"1433
",ベステラ,単17.1*,"4,182",397,404,271,32.9,13.3
143,"1433
",ベステラ,単18.1,"4,496",386,373,263,31.7,15
144,"1433
",ベステラ,連19.1予,--,--,--,--,--,--
145,"1433
",ベステラ,連20.1予,--,--,--,--,--,--
146,"1433
",ベステラ,中18.7,"2,110",139,139,90,10.9,5
147,"1433
",ベステラ,中19.7予,--,--,--,--,--,--
148,"1433
",ベステラ,会19.1予,--,--,--,--,--,--
149,"1435
",ＴＡＴＥＲＵ,単15.12*,"21,512","1,897","1,884","1,127",15.9,2記
150,"1435
",ＴＡＴＥＲＵ,連16.12*,"37,915","3,806","3,803","2,354",30.8,4記
151,"1435
",ＴＡＴＥＲＵ,連17.12*,"67,016","5,898","5,863","3,995",51.5,9
152,"1435
",ＴＡＴＥＲＵ,連18.12予,--,--,--,--,--,--
153,"1435
",ＴＡＴＥＲＵ,連19.12予,--,--,--,--,--,--
154,"1435
",ＴＡＴＥＲＵ,中18.6,"37,352","2,308","2,187","1,420",17.5,5
155,"1435
",ＴＡＴＥＲＵ,中19.6予,--,--,--,--,--,--
156,"1435
",ＴＡＴＥＲＵ,四17.1-9*,"42,326","2,919","2,868","1,863",24.2,
157,"1435
",ＴＡＴＥＲＵ,四18.1-9,"50,814","2,551","2,403","3,212",38.5,
158,"1435
",ＴＡＴＥＲＵ,会18.12予,--,--,--,--,--,--
159,"1448
",スペースバリューホールディングス,連18.3※,"76,563","4,128","4,397","2,961",84.5,40
160,"1448
",スペースバリューホールディングス,連19.3予,--,--,--,--,--,--
161,"1448
",スペースバリューホールディングス,連20.3予,--,--,--,--,--,--
162,"1448
",スペースバリューホールディングス,中19.9予,--,--,--,--,--,--
163,"1448
",スペースバリューホールディングス,会19.3予,--,--,--,--,--,--
164,"1514
",住石ホールディングス,連14.3,"24,604",546,473,386,6.6,0
165,"1514
",住石ホールディングス,連15.3,"20,077",294,674,"3,911",66.1,2
166,"1514
",住石ホールディングス,連16.3,"17,983",284,754,"1,029",17.4,2
167,"1514
",住石ホールディングス,連17.3,"12,548",134,507,323,5.4,2
168,"1514
",住石ホールディングス,連18.3,"14,402",131,"2,626","2,147",38.1,3
169,"1514
",住石ホールディングス,連19.3予,--,--,--,--,--,--
170,"1514
",住石ホールディングス,連20.3予,--,--,--,--,--,--
171,"1514
",住石ホールディングス,中18.9,"8,467",23,403,794,14.5,0
172,"1514
",住石ホールディングス,中19.9予,--,--,--,--,--,--
173,"1514
",住石ホールディングス,会19.3予,--,--,--,--,--,--
174,"1515
",日鉄鉱業,連14.3*,"114,317","9,517","8,957","3,903",468.9,85記
175,"1515
",日鉄鉱業,連15.3*,"125,467","10,232","9,613","5,973",717.5,70
176,"1515
",日鉄鉱業,連16.3*,"114,088","10,090","9,723","4,483",538.6,80
177,"1515
",日鉄鉱業,連17.3*,"107,325","8,026","7,474","7,289",875.8,80
178,"1515
",日鉄鉱業,連18.3,"118,709","9,023","9,062","4,985",599.1,90
179,"1515
",日鉄鉱業,連19.3予,--,--,--,--,--,--
180,"1515
",日鉄鉱業,連20.3予,--,--,--,--,--,--
181,"1515
",日鉄鉱業,中18.9,"59,358","4,658","4,912","3,627",436.0,45
182,"1515
",日鉄鉱業,中19.9予,--,--,--,--,--,--
183,"1515
",日鉄鉱業,会19.3予,--,--,--,--,--,--
184,"1518
",三井松島ホールディングス,連14.3*,"77,300","1,891","2,524","1,532",110.5,40
185,"1518
",三井松島ホールディングス,連15.3*,"67,956",-271,600,584,42.2,40
186,"1518
",三井松島ホールディングス,連16.3*,"58,564","1,007","1,379","1,512",109.1,40
187,"1518
",三井松島ホールディングス,連17.3,"53,086","1,027",959,"1,323",98.7,40
188,"1518
",三井松島ホールディングス,連18.3,"66,322","1,531","2,100","1,520",116.4,40
189,"1518
",三井松島ホールディングス,連19.3予,--,--,--,--,--,--
190,"1518
",三井松島ホールディングス,連20.3予,--,--,--,--,--,--
191,"1518
",三井松島ホールディングス,中18.9,"37,781","1,681","2,183","1,463",112.2,0
192,"1518
",三井松島ホールディングス,中19.9予,--,--,--,--,--,--
193,"1518
",三井松島ホールディングス,会19.3予,--,--,--,--,--,--
194,"1605
",国際石油開発帝石,連14.3*,"1,334,625","733,610","750,077","183,690",125.8,18
195,"1605
",国際石油開発帝石,連15.3,"1,171,226","534,886","575,155","77,820",53.3,18
196,"1605
",国際石油開発帝石,連16.3,"1,009,564","390,139","374,771","16,777",11.5,18
197,"1605
",国際石油開発帝石,連17.3,"874,423","336,452","333,891","46,168",31.6,18
198,"1605
",国際石油開発帝石,連18.3,"933,701","357,363","387,269","40,362",27.6,18
199,"1605
",国際石油開発帝石,連19.3予,--,--,--,--,--,--
200,"1605
",国際石油開発帝石,連20.3予,--,--,--,--,--,--
201,"1605
",国際石油開発帝石,中18.9,"438,205","226,434","246,977","34,034",23.3,9
202,"1605
",国際石油開発帝石,中19.9予,--,--,--,--,--,--
203,"1605
",国際石油開発帝石,会19.3予,--,--,--,--,--,--
204,"1662
",石油資源開発,連14.3,"276,588","24,634","43,889","29,015",507.7,50
205,"1662
",石油資源開発,連15.3,"304,911","32,146","54,839","29,567",517.4,50
206,"1662
",石油資源開発,連16.3,"240,302","8,336","4,652","2,090",36.6,50
207,"1662
",石油資源開発,連17.3,"207,130",685,"2,222","3,443",60.2,15
208,"1662
",石油資源開発,連18.3,"230,629","8,764","3,828","-30,958",-541.7,20
209,"1662
",石油資源開発,連19.3予,--,--,--,--,--,--
210,"1662
",石油資源開発,連20.3予,--,--,--,--,--,--
211,"1662
",石油資源開発,中18.9,"115,136","-1,183","1,293","2,433",42.6,10
212,"1662
",石油資源開発,中19.9予,--,--,--,--,--,--
213,"1662
",石油資源開発,会19.3予,--,--,--,--,--,--
214,"1663
",Ｋ＆Ｏエナジーグループ,連15.12,"73,547","4,891","5,824","3,941",143.9,28
215,"1663
",Ｋ＆Ｏエナジーグループ,連16.12,"56,450","3,234","3,629","2,401",87.7,28
216,"1663
",Ｋ＆Ｏエナジーグループ,連17.12,"59,599","3,051","3,476","2,415",88.2,28
217,"1663
",Ｋ＆Ｏエナジーグループ,連18.12予,--,--,--,--,--,--
218,"1663
",Ｋ＆Ｏエナジーグループ,連19.12予,--,--,--,--,--,--
219,"1663
",Ｋ＆Ｏエナジーグループ,中18.6,"32,651","2,184","2,469","1,732",63.5,14
220,"1663
",Ｋ＆Ｏエナジーグループ,中19.6予,--,--,--,--,--,--
221,"1663
",Ｋ＆Ｏエナジーグループ,四17.1-9,"44,794","2,584","2,865","1,972",72.0,
222,"1663
",Ｋ＆Ｏエナジーグループ,四18.1-9,"48,218","2,377","2,712","1,866",68.5,
223,"1663
",Ｋ＆Ｏエナジーグループ,会18.12予,--,--,--,--,--,--
224,"1712
",ダイセキ環境ソリューション,連14.2*,"10,585","1,297","1,266",712,49.2,4.17
225,"1712
",ダイセキ環境ソリューション,連15.2*,"12,842","1,225","1,222",714,42.6,4.17
226,"1712
",ダイセキ環境ソリューション,連16.2*,"19,086","2,516","2,521","1,516",90.4,5
227,"1712
",ダイセキ環境ソリューション,連17.2*,"14,372","1,508","1,533",954,56.9,5
228,"1712
",ダイセキ環境ソリューション,連18.2,"14,926","1,339","1,368",944,56.2,6
229,"1712
",ダイセキ環境ソリューション,連19.2予,--,--,--,--,--,--
230,"1712
",ダイセキ環境ソリューション,連20.2予,--,--,--,--,--,--
231,"1712
",ダイセキ環境ソリューション,中18.8,"7,806",597,590,360,21.4,3
232,"1712
",ダイセキ環境ソリューション,中19.8予,--,--,--,--,--,--
233,"1712
",ダイセキ環境ソリューション,会19.2予,--,--,--,--,--,--
234,"1716
",第一カッター興業,連16.6,"12,857","1,733","1,780","1,115",196.0,12
235,"1716
",第一カッター興業,連17.6,"12,840","1,412","1,473",990,174.0,15記
236,"1716
",第一カッター興業,連18.6,"16,283","2,187","2,263","1,487",261.4,25記
237,"1716
",第一カッター興業,連19.6予,--,--,--,--,--,--
238,"1716
",第一カッター興業,連20.6予,--,--,--,--,--,--
239,"1716
",第一カッター興業,中17.12,"8,075","1,098","1,141",724,127.3,0
240,"1716
",第一カッター興業,中18.12予,--,--,--,--,--,--
241,"1716
",第一カッター興業,四17.7-9,"3,764",376,393,241,42.4,
242,"1716
",第一カッター興業,四18.7-9,"3,546",384,407,281,49.5,
243,"1716
",第一カッター興業,会19.6予,--,--,--,--,--,--
244,"1719
",安藤ハザマ,連14.3,"371,216","12,077","11,258","16,414",96.5,5記
245,"1719
",安藤ハザマ,連15.3,"369,702","18,518","18,120","7,240",39.2,8
246,"1719
",安藤ハザマ,連16.3,"379,258","25,456","23,301","14,983",81.0,12
247,"1719
",安藤ハザマ,連17.3,"407,994","37,018","36,239","26,277",142.3,20
248,"1719
",安藤ハザマ,連18.3,"377,020","35,714","34,767","23,862",129.0,25特
249,"1719
",安藤ハザマ,連19.3予,--,--,--,--,--,--
250,"1719
",安藤ハザマ,連20.3予,--,--,--,--,--,--
251,"1719
",安藤ハザマ,中18.9,"168,610","6,737","6,172","1,869",9.7,15
252,"1719
",安藤ハザマ,中19.9予,--,--,--,--,--,--
253,"1719
",安藤ハザマ,会19.3予,--,--,--,--,--,--
254,"1720
",東急建設,連14.3,"226,164","2,630","3,559","2,685",25.2,5
255,"1720
",東急建設,連15.3,"262,815","6,009","8,024","5,805",54.4,13
256,"1720
",東急建設,連16.3,"296,393","18,178","19,768","13,340",125.0,25
257,"1720
",東急建設,連17.3,"243,618","17,211","18,839","13,691",128.3,26
258,"1720
",東急建設,連18.3,"320,711","21,416","22,128","16,118",151.1,31
259,"1720
",東急建設,連19.3予,--,--,--,--,--,--
260,"1720
",東急建設,連20.3予,--,--,--,--,--,--
261,"1720
",東急建設,中18.9,"154,697","10,897","11,369","7,659",71.8,10
262,"1720
",東急建設,中19.9予,--,--,--,--,--,--
263,"1720
",東急建設,会19.3予,--,--,--,--,--,--
264,"1721
",コムシスホールディングス,連14.3,"331,341","27,570","28,078","16,389",136.1,25記
265,"1721
",コムシスホールディングス,連15.3,"328,631","27,674","28,121","16,767",142.7,30
266,"1721
",コムシスホールディングス,連16.3,"320,654","23,849","24,223","15,420",136.8,35
267,"1721
",コムシスホールディングス,連17.3,"334,163","25,036","25,341","14,485",130.0,40
268,"1721
",コムシスホールディングス,連18.3,"380,024","30,347","30,706","20,390",178.6,50
269,"1721
",コムシスホールディングス,連19.3予,--,--,--,--,--,--
270,"1721
",コムシスホールディングス,連20.3予,--,--,--,--,--,--
271,"1721
",コムシスホールディングス,中18.9,"177,854","10,974","11,232","7,129",62.5,30
272,"1721
",コムシスホールディングス,中19.9予,--,--,--,--,--,--
273,"1721
",コムシスホールディングス,会19.3予,--,--,--,--,--,--
274,"1722
",ミサワホーム,連14.3,"426,033","13,194","12,698","10,400",279.9,25特
275,"1722
",ミサワホーム,連15.3,"409,794","5,824","5,206","3,309",88.7,20
276,"1722
",ミサワホーム,連16.3,"399,336","6,686","6,795","3,438",92.1,20
277,"1722
",ミサワホーム,連17.3,"399,853","8,401","8,146","4,422",114.4,25特
278,"1722
",ミサワホーム,連18.3,"388,552","7,485","7,672","4,829",112.1,20
279,"1722
",ミサワホーム,連19.3予,--,--,--,--,--,--
280,"1722
",ミサワホーム,連20.3予,--,--,--,--,--,--
281,"1722
",ミサワホーム,中18.9,"188,627","2,767","2,921","2,545",59.1,0
282,"1722
",ミサワホーム,中19.9予,--,--,--,--,--,--
283,"1722
",ミサワホーム,会19.3予,--,--,--,--,--,--
284,"1726
",ビーアールホールディングス,連14.3*,"19,971",711,602,451,13.7,2
285,"1726
",ビーアールホールディングス,連15.3*,"20,629",812,766,468,14.3,2
286,"1726
",ビーアールホールディングス,連16.3*,"20,816",508,455,472,14.4,2
287,"1726
",ビーアールホールディングス,連17.3*,"24,366","1,372","1,328",899,24.8,3.5記
288,"1726
",ビーアールホールディングス,連18.3,"23,669","1,674","1,632","1,025",26.4,5.5
289,"1726
",ビーアールホールディングス,連19.3予,--,--,--,--,--,--
290,"1726
",ビーアールホールディングス,連20.3予,--,--,--,--,--,--
291,"1726
",ビーアールホールディングス,中18.9,"10,481",67,68,7,0.2,3
292,"1726
",ビーアールホールディングス,中19.9予,--,--,--,--,--,--
293,"1726
",ビーアールホールディングス,会19.3予,--,--,--,--,--,--
294,"1762
",高松コンストラクショングループ,連14.3,"177,743","6,509","6,684","6,154",170.9,25特
295,"1762
",高松コンストラクショングループ,連15.3,"189,212","7,155","7,212","6,343",176.1,27特
296,"1762
",高松コンストラクショングループ,連16.3,"208,883","10,410","10,468","5,799",161.0,34
297,"1762
",高松コンストラクショングループ,連17.3,"214,130","12,935","12,932","6,596",183.1,43
298,"1762
",高松コンストラクショングループ,連18.3,"245,107","13,630","13,702","7,957",223.4,56記
299,"1762
",高松コンストラクショングループ,連19.3予,--,--,--,--,--,--
300,"1762
",高松コンストラクショングループ,連20.3予,--,--,--,--,--,--
301,"1762
",高松コンストラクショングループ,中18.9,"114,311","3,564","3,588","1,954",56.1,22
302,"1762
",高松コンストラクショングループ,中19.9予,--,--,--,--,--,--
303,"1762
",高松コンストラクショングループ,会19.3予,--,--,--,--,--,--
304,"1766
",東建コーポレーション,連16.4,"283,731","12,616","13,043","8,159",606.3,95
305,"1766
",東建コーポレーション,連17.4,"305,312","17,480","18,017","12,331",916.5,130
306,"1766
",東建コーポレーション,連18.4,"328,567","19,674","20,341","12,583",935.4,180
307,"1766
",東建コーポレーション,連19.4予,--,--,--,--,--,--
308,"1766
",東建コーポレーション,連20.4予,--,--,--,--,--,--
309,"1766
",東建コーポレーション,中17.10,"157,109","8,354","8,711","5,817",432.4,0
310,"1766
",東建コーポレーション,中18.10予,--,--,--,--,--,--
311,"1766
",東建コーポレーション,四17.5-7,"76,291","3,590","3,693","2,442",181.6,
312,"1766
",東建コーポレーション,四18.5-7,"77,700","3,526","3,623","2,564",190.7,
313,"1766
",東建コーポレーション,会19.4予,--,--,--,--,--,--
314,"1768
",ソネック,連14.3,"12,459",536,553,332,45.3,7
315,"1768
",ソネック,連15.3,"12,136",621,650,385,52.4,10記
316,"1768
",ソネック,連16.3,"13,730",676,735,480,65.6,10
317,"1768
",ソネック,連17.3,"14,618",767,825,560,76.5,13
318,"1768
",ソネック,連18.3,"13,880",797,851,592,80.8,15
319,"1768
",ソネック,連19.3予,--,--,--,--,--,--
320,"1768
",ソネック,連20.3予,--,--,--,--,--,--
321,"1768
",ソネック,中18.9,"6,083",383,413,283,38.6,0
322,"1768
",ソネック,中19.9予,--,--,--,--,--,--
323,"1768
",ソネック,会19.3予,--,--,--,--,--,--
324,"1780
",ヤマウラ,連14.9,"20,672","1,008","1,076",592,30.3,5
325,"1780
",ヤマウラ,連15.9,"19,940","1,284","1,372",663,33.2,5
326,"1780
",ヤマウラ,連16.9,"20,491","1,098","1,463",868,45.3,5
327,"1780
",ヤマウラ,連17.9,"22,242","1,634","1,735","1,328",70.2,5
328,"1780
",ヤマウラ,連18.3変,"14,135","1,215","1,265",829,43.8,2.5
329,"1780
",ヤマウラ,連19.3予,--,--,--,--,--,--
330,"1780
",ヤマウラ,連20.3予,--,--,--,--,--,--
331,"1780
",ヤマウラ,中18.9,"14,893","1,351","1,433",959,52.0,2.5
332,"1780
",ヤマウラ,中19.9予,--,--,--,--,--,--
333,"1780
",ヤマウラ,会19.3予,--,--,--,--,--,--
334,"1801
",大成建設,連14.3*,"1,533,473","53,773","56,756","32,089",140.9,30
335,"1801
",大成建設,連15.3*,"1,573,270","70,417","74,467","38,177",167.6,40
336,"1801
",大成建設,連16.3*,"1,545,889","117,468","117,703","77,045",329.3,80
337,"1801
",大成建設,連17.3*,"1,487,252","140,822","144,591","90,566",392.9,100
338,"1801
",大成建設,連18.3*,"1,585,497","181,859","185,349","126,788",561.4,125
339,"1801
",大成建設,連19.3予,--,--,--,--,--,--
340,"1801
",大成建設,連20.3予,--,--,--,--,--,--
341,"1801
",大成建設,中18.9,"704,651","48,002","50,263","35,226",158.9,60
342,"1801
",大成建設,中19.9予,--,--,--,--,--,--
343,"1801
",大成建設,会19.3予,--,--,--,--,--,--
344,"1802
",大林組,連14.3,"1,612,756","31,991","40,135","21,627",30.1,8
345,"1802
",大林組,連15.3,"1,773,981","48,388","59,913","28,695",40.0,10
346,"1802
",大林組,連16.3,"1,777,834","106,380","111,208","63,437",88.4,18
347,"1802
",大林組,連17.3,"1,872,721","133,742","140,106","94,501",131.7,28
348,"1802
",大林組,連18.3,"1,900,655","137,800","143,951","92,662",129.1,28
349,"1802
",大林組,連19.3予,--,--,--,--,--,--
350,"1802
",大林組,連20.3予,--,--,--,--,--,--
351,"1802
",大林組,中18.9,"937,138","65,028","69,742","48,827",68.0,14
352,"1802
",大林組,中19.9予,--,--,--,--,--,--
353,"1802
",大林組,会19.3予,--,--,--,--,--,--
354,"1803
",清水建設,連14.3,"1,497,578","26,054","29,277","14,191",18.1,7
